"","precint","blackPop","crime","label"
"1",1,-9.2309402701311,-0.670852523990841,1
"2",5,-22.1141839314633,-8.96312156912442,1
"3",6,-5.96714633337808,2.42207666817289,1
"4",7,-10.2188058985229,-11.4044279426236,1
"5",9,-41.2931291442184,-0.699025774699776,1
"6",10,-10.0689534877767,-5.35670727257157,1
"7",13,-18.2264717443834,14.2078937664351,1
"8",14,-13.9669256201198,28.8544327030163,1
"9",17,-20.5207669069598,-8.46288936975749,1
"10",18,-18.6559678076569,18.7514963367629,1
"11",19,-106.699658399806,32.0277238731822,1
"12",20,-41.6504258563008,-9.82668259277615,1
"13",23,9.0170568165851,-8.70300082545361,1
"14",24,-24.391360797861,-7.22231351532746,1
"15",25,7.57831483622028,-6.51882679547316,1
"16",26,-7.37446039071318,-12.8717757274333,1
"17",28,8.73495353090376,-8.38636033977641,1
"18",30,5.57345474358671,-7.72289219587146,1
"19",32,28.4784455502797,-9.75665008486477,1
"20",33,-25.7556991644409,-10.0503795027095,1
"21",34,-42.8294319227268,-9.15427090348859,1
"22",40,2.50999119841532,6.56828698349716,1
"23",41,2.37276297045239,0.934979456271301,1
"24",42,4.11806992516154,-4.34729932845507,1
"25",43,13.1545689823062,59.250620023614,3
"26",44,15.1992954957855,41.5471426271352,3
"27",45,115.436250149482,-12.2433454925576,3
"28",46,1.9191850044197,6.68518107060463,1
"29",47,37.0694000611206,50.7274429290498,3
"30",48,3.25336022219849,7.5473345144746,1
"31",49,-2.54368663847562,7.50660132109755,1
"32",50,-4.61620233020447,-18.1263360179956,1
"33",52,-1.8287331645574,33.1978341182295,1
"34",60,-2.59113491162721,-0.318069720532536,1
"35",61,-20.2431256692352,20.2725053938683,1
"36",62,-15.689786505482,-14.0181520118527,1
"37",63,6.43344152764468,-4.57322671096569,1
"38",66,-16.6218074284984,-19.3840626906896,1
"39",67,40.7897307051668,73.7631357098972,3
"40",68,-17.8583866381042,-37.3634473794687,1
"41",69,34.6215919886619,-17.8553444273948,1
"42",70,7.90069662189256,30.1525460879103,1
"43",71,16.0604233402628,8.58623666878754,1
"44",72,-9.850011279257,-15.054390592117,1
"45",73,16.1663087462323,33.5594088815555,3
"46",75,21.5145076124614,202.031615172963,2
"47",76,-1.68417924030462,-19.0709736370772,1
"48",77,8.93294487516954,4.60421512123817,1
"49",78,-1.45622107060305,-12.1240693473579,1
"50",79,7.72061326422464,21.8992561751949,1
"51",81,3.0837739485488,3.66325886466274,1
"52",83,-4.92599720237388,26.9882850834213,1
"53",84,-3.02349045279498,-9.52320839182688,1
"54",88,1.88683320442013,-9.02754541298228,1
"55",90,-12.9768375003794,12.8651492749222,1
"56",94,-10.1736340763225,-14.8553371559014,1
"57",100,-0.665757416647654,-16.7067160153247,1
"58",101,18.6571376987082,-11.0040689425415,1
"59",102,-14.6655687691729,13.4406545100034,1
"60",103,18.3663604119106,18.9579774632116,1
"61",104,-27.7267303268597,21.3881098187509,1
"62",105,71.866021259223,65.6563640249271,3
"63",106,-7.00302304637595,9.31919594376473,1
"64",107,-18.9114023391159,-10.5965421131092,1
"65",108,-22.6490665059171,-13.6600637153708,1
"66",109,-38.5884047533011,52.6930739566053,1
"67",110,-0.617306856013525,16.2601450882535,1
"68",111,-13.3801504413035,-36.1768359683643,1
"69",112,-12.2392437711082,-30.497879546062,1
"70",113,112.127603597837,70.8768825398442,3
"71",114,-19.4889386417952,62.0938445624922,1
"72",115,-22.2762640909904,19.7457024192363,1
"73",120,9.47972002458851,-10.1207151816508,1
"74",122,-27.0609349828084,-46.3144421073964,1
"75",123,-16.9839525955878,-29.790689808628,1
