"PCT","total","FRISKED","KNIFCUTI","FREQ","PERCENTAGE","normalisedFreq"
"182","50  ",1818,"N","N",915,0.172416717072647,0.503300330033003
"183","50  ",1818,"N","Y",1,0.000188433570571199,0.00055005500550055
"184","50  ",1818,"Y","N",886,0.166952143526082,0.487348734873487
"185","50  ",1818,"Y","Y",16,0.00301493712913918,0.0088008800880088
"186","52  ",9735,"N","N",3240,0.610524768650684,0.332819722650231
"187","52  ",9735,"N","Y",4,0.000753734282284795,0.000410888546481767
"188","52  ",9735,"Y","N",6404,1.20672858593796,0.657832562917309
"189","52  ",9735,"Y","Y",87,0.0163937206396943,0.00893682588597843
"190","6   ",3600,"N","N",1858,0.350109574121287,0.516111111111111
"191","6   ",3600,"N","Y",1,0.000188433570571199,0.000277777777777778
"192","6   ",3600,"Y","N",1714,0.322975139959035,0.476111111111111
"193","6   ",3600,"Y","Y",27,0.00508770640542236,0.0075
"194","60  ",7775,"N","N",3170,0.5973344187107,0.407717041800643
"195","60  ",7775,"N","Y",1,0.000188433570571199,0.000128617363344051
"196","60  ",7775,"Y","N",4546,0.856619011816669,0.584694533762058
"197","60  ",7775,"Y","Y",58,0.0109291470931295,0.00745980707395498
"198","61  ",6681,"N","N",3862,0.727730449545969,0.578057177069301
"199","61  ",6681,"N","Y",4,0.000753734282284795,0.000598712767549768
"200","61  ",6681,"Y","N",2787,0.525164361181931,0.417153120790301
"201","61  ",6681,"Y","Y",28,0.00527613997599356,0.00419098937284838
"202","62  ",4462,"N","N",2338,0.440557687995463,0.523980277902286
"203","62  ",4462,"N","Y",2,0.000376867141142397,0.000448229493500672
"204","62  ",4462,"Y","N",2096,0.394956763917232,0.469744509188705
"205","62  ",4462,"Y","Y",26,0.00489927283485117,0.00582698341550874
"206","63  ",3651,"N","N",1171,0.220655711138874,0.320734045466995
"207","63  ",3651,"Y","N",2455,0.462604415752293,0.672418515475212
"208","63  ",3651,"Y","Y",25,0.00471083926427997,0.00684743905779239
"209","66  ",3420,"N","N",1451,0.273417110898809,0.424269005847953
"210","66  ",3420,"Y","N",1958,0.368952931178407,0.572514619883041
"211","66  ",3420,"Y","Y",11,0.00207276927628319,0.00321637426900585
"212","67  ",10783,"N","N",4539,0.855299976822671,0.420940369099508
"213","67  ",10783,"N","Y",11,0.00207276927628319,0.00102012426968376
"214","67  ",10783,"Y","N",6127,1.15453248688973,0.568209218213855
"215","67  ",10783,"Y","Y",106,0.0199739584805471,0.00983028841695261
"216","68  ",2548,"N","N",1561,0.294144803661641,0.612637362637363
"217","68  ",2548,"N","Y",1,0.000188433570571199,0.000392464678178964
"218","68  ",2548,"Y","N",976,0.18391116487749,0.383045525902669
"219","68  ",2548,"Y","Y",10,0.00188433570571199,0.00392464678178964
"220","69  ",5357,"N","N",2872,0.541181214680483,0.536120963225686
"221","69  ",5357,"Y","N",2450,0.461662247899437,0.457345529214112
"222","69  ",5357,"Y","Y",35,0.00659517496999195,0.00653350756020161
"223","7   ",3483,"N","N",1206,0.227250886108866,0.34625322997416
"224","7   ",3483,"N","Y",3,0.000565300711713596,0.000861326442721792
"225","7   ",3483,"Y","N",2234,0.420960596656058,0.641401091013494
"226","7   ",3483,"Y","Y",40,0.00753734282284795,0.0114843525696239
"227","70  ",11124,"N","N",4559,0.859068648234095,0.409834591873427
"228","70  ",11124,"N","Y",4,0.000753734282284795,0.000359582883854729
"229","70  ",11124,"Y","N",6485,1.22199170515422,0.582973750449479
"230","70  ",11124,"Y","Y",76,0.0143209513634111,0.00683207479323984
"231","71  ",4658,"N","N",2259,0.425671435920338,0.484972091026191
"232","71  ",4658,"N","Y",6,0.00113060142342719,0.0012881064834693
"233","71  ",4658,"Y","N",2331,0.439238653001464,0.500429368827823
"234","71  ",4658,"Y","Y",62,0.0116828813754143,0.0133104336625161
"235","72  ",5139,"N","N",2391,0.450544667235736,0.465265615878576
"236","72  ",5139,"N","Y",2,0.000376867141142397,0.000389180774469741
"237","72  ",5139,"Y","N",2698,0.508393773401094,0.525004864759681
"238","72  ",5139,"Y","Y",48,0.00904481138741754,0.00934033858727379
"239","73  ",21901,"N","N",12004,2.26195658113667,0.548102826354961
"240","73  ",21901,"N","Y",18,0.00339180427028158,0.000821880279439295
"241","73  ",21901,"Y","N",9744,1.83609671164576,0.444911191269805
"242","73  ",21901,"Y","Y",135,0.0254385320271118,0.00616410209579471
"243","75  ",24306,"N","N",11872,2.23708334982127,0.488439068542747
"244","75  ",24306,"N","Y",20,0.00376867141142397,0.000822842096601662
"245","75  ",24306,"Y","N",12259,2.31000714163232,0.504361063111989
"246","75  ",24306,"Y","Y",155,0.0292072034385358,0.00637702624866288
"247","76  ",4476,"N","N",2606,0.491057884908544,0.582216264521895
"248","76  ",4476,"N","Y",2,0.000376867141142397,0.000446827524575514
"249","76  ",4476,"Y","N",1833,0.345398734857007,0.409517426273458
"250","76  ",4476,"Y","Y",35,0.00659517496999195,0.00781948168007149
"251","77  ",9903,"N","N",4603,0.867359725339228,0.464808643845299
"252","77  ",9903,"N","Y",13,0.00244963641742558,0.00131273351509644
"253","77  ",9903,"Y","N",5217,0.983057937669943,0.526810057558316
"254","77  ",9903,"Y","Y",70,0.0131903499399839,0.0070685650812885
"255","78  ",3274,"N","N",2062,0.388550022517812,0.629810629199756
"256","78  ",3274,"N","Y",7,0.00131903499399839,0.00213805742211362
"257","78  ",3274,"Y","N",1191,0.224424382550298,0.363775198533903
"258","78  ",3274,"Y","Y",14,0.00263806998799678,0.00427611484422724
"259","79  ",15179,"N","N",6842,1.28926248984814,0.450754331642401
"260","79  ",15179,"N","Y",4,0.000753734282284795,0.000263521971144344
"261","79  ",15179,"Y","N",8229,1.55061985223039,0.542130575136702
"262","79  ",15179,"Y","Y",104,0.0195970913394047,0.00685157124975295
"263","81  ",9635,"N","N",3638,0.685521329738021,0.377581733264141
"264","81  ",9635,"N","Y",5,0.000942167852855993,0.000518941359626362
"265","81  ",9635,"Y","N",5946,1.12042601061635,0.61712506486767
"266","81  ",9635,"Y","Y",46,0.00866794424627514,0.00477426050856253
"267","83  ",11795,"N","N",4428,0.834383850489268,0.375413310724883
"268","83  ",11795,"N","Y",7,0.00131903499399839,0.000593471810089021
"269","83  ",11795,"Y","N",7286,1.37292699518175,0.617719372615515
"270","83  ",11795,"Y","Y",74,0.0139440842222687,0.00627384484951251
"271","84  ",3807,"N","N",2259,0.425671435920338,0.59338061465721
"272","84  ",3807,"N","Y",9,0.00169590213514079,0.00236406619385343
"273","84  ",3807,"Y","N",1475,0.277939516592518,0.387444181770423
"274","84  ",3807,"Y","Y",64,0.0120597485165567,0.0168111373785133
"275","88  ",5921,"N","N",2903,0.54702265536819,0.490288802567134
"276","88  ",5921,"N","Y",7,0.00131903499399839,0.00118223273095761
"277","88  ",5921,"Y","N",2962,0.55814023603189,0.500253335585205
"278","88  ",5921,"Y","Y",49,0.00923324495798874,0.00827562911670326
"279","9   ",5221,"N","N",2587,0.487477647067691,0.495498946561961
"280","9   ",5221,"N","Y",10,0.00188433570571199,0.0019153418885271
"281","9   ",5221,"Y","N",2564,0.483143674944553,0.491093660218349
"282","9   ",5221,"Y","Y",60,0.0113060142342719,0.0114920513311626
"283","90  ",9831,"N","N",5283,0.995494553327643,0.537381751602075
"284","90  ",9831,"N","Y",6,0.00113060142342719,0.000610314311870613
"285","90  ",9831,"Y","N",4489,0.845878298294111,0.456616824331197
"286","90  ",9831,"Y","Y",53,0.00998697924027353,0.00539110975485708
"287","94  ",2089,"N","N",1135,0.213872102598311,0.543322163714696
"288","94  ",2089,"N","Y",3,0.000565300711713596,0.00143609382479655
"289","94  ",2089,"Y","N",935,0.176185388484071,0.447582575394926
"290","94  ",2089,"Y","Y",16,0.00301493712913918,0.00765916706558162
