"PCT","total","PF_OTHER","FREQ","PERCENTAGE","normalisedFreq"
"97","52  ",9735,"Y",64,0.0120597485165567,0.00657421674370827
"98","6   ",3600,"N",3574,0.673461581221464,0.992777777777778
"99","6   ",3600,"Y",26,0.00489927283485117,0.00722222222222222
"100","60  ",7775,"N",7767,1.4635635426265,0.998971061093248
"101","60  ",7775,"Y",8,0.00150746856456959,0.00102893890675241
"102","61  ",6681,"N",6676,1.25798251713332,0.999251609040563
"103","61  ",6681,"Y",5,0.000942167852855993,0.00074839095943721
"104","62  ",4462,"N",4456,0.839659990465261,0.998655311519498
"105","62  ",4462,"Y",6,0.00113060142342719,0.00134468848050202
"106","63  ",3651,"N",3648,0.687405665443733,0.999178307313065
"107","63  ",3651,"Y",3,0.000565300711713596,0.000821692686935086
"108","66  ",3420,"N",3391,0.638978237806935,0.991520467836257
"109","66  ",3420,"Y",29,0.00546457354656476,0.00847953216374269
"110","67  ",10783,"N",10726,2.02113847794668,0.994713901511639
"111","67  ",10783,"Y",57,0.0107407135225583,0.00528609848836131
"112","68  ",2548,"N",2548,0.480128737815414,1
"113","69  ",5357,"N",5337,1.00566996613849,0.996266567108456
"114","69  ",5357,"Y",20,0.00376867141142397,0.00373343289154377
"115","7   ",3483,"N",3471,0.654052923452631,0.996554694229113
"116","7   ",3483,"Y",12,0.00226120284685438,0.00344530577088717
"117","70  ",11124,"N",11066,2.08520589194088,0.994786048184106
"118","70  ",11124,"Y",58,0.0109291470931295,0.00521395181589356
"119","71  ",4658,"N",4626,0.871693697462365,0.99313009875483
"120","71  ",4658,"Y",32,0.00602987425827836,0.0068699012451696
"121","72  ",5139,"N",5119,0.964591447753966,0.996108192255303
"122","72  ",5139,"Y",20,0.00376867141142397,0.00389180774469741
"123","73  ",21901,"N",21736,4.09579208993557,0.992466097438473
"124","73  ",21901,"Y",165,0.0310915391442478,0.00753390256152687
"125","75  ",24306,"N",24198,4.55971554068187,0.995556652678351
"126","75  ",24306,"Y",108,0.0203508256216895,0.00444334732164898
"127","76  ",4476,"N",4473,0.842863361164972,0.999329758713137
"128","76  ",4476,"Y",3,0.000565300711713596,0.000670241286863271
"129","77  ",9903,"N",9808,1.84815646016232,0.99040694738968
"130","77  ",9903,"Y",95,0.0179011892042639,0.0095930526103201
"131","78  ",3274,"N",3270,0.61617777576782,0.998778252901649
"132","78  ",3274,"Y",4,0.000753734282284795,0.00122174709835064
"133","79  ",15179,"N",15106,2.84647751704853,0.995190724026616
"134","79  ",15179,"Y",73,0.0137556506516975,0.00480927597338428
"135","81  ",9635,"N",9582,1.80557047321323,0.994499221587961
"136","81  ",9635,"Y",53,0.00998697924027353,0.00550077841203944
"137","83  ",11795,"N",11754,2.21484818849387,0.996523950826621
"138","83  ",11795,"Y",41,0.00772577639341915,0.00347604917337855
"139","84  ",3807,"N",3782,0.712655763900273,0.993433149461518
"140","84  ",3807,"Y",25,0.00471083926427997,0.00656685053848174
"141","88  ",5921,"N",5886,1.10911999638208,0.994088836345212
"142","88  ",5921,"Y",35,0.00659517496999195,0.00591116365478804
"143","9   ",5221,"N",5210,0.981738902675945,0.99789312392262
"144","9   ",5221,"Y",11,0.00207276927628319,0.00210687607737981
"145","90  ",9831,"N",9795,1.84570682374489,0.996338114128776
"146","90  ",9831,"Y",36,0.00678360854056315,0.00366188587122368
"147","94  ",2089,"N",2085,0.392883994640949,0.998085208233605
"148","94  ",2089,"Y",4,0.000753734282284795,0.0019147917663954
