"PCT","total","PF_HANDS","FREQ","PERCENTAGE","normalisedFreq"
"98","50  ",1818,"Y",294,0.0553994697479324,0.161716171617162
"99","52  ",9735,"N",7834,1.47618859185477,0.80472521828454
"100","52  ",9735,"Y",1901,0.358212217655849,0.19527478171546
"101","6   ",3600,"N",2928,0.55173349463247,0.813333333333333
"102","6   ",3600,"Y",672,0.126627359423846,0.186666666666667
"103","60  ",7775,"N",6478,1.22067267016023,0.833183279742765
"104","60  ",7775,"Y",1297,0.244398341030845,0.166816720257235
"105","61  ",6681,"N",6265,1.18053631962856,0.937733872174824
"106","61  ",6681,"Y",416,0.0783883653576187,0.0622661278251759
"107","62  ",4462,"N",4146,0.78124558358819,0.929179740026894
"108","62  ",4462,"Y",316,0.0595450083004988,0.0708202599731062
"109","63  ",3651,"N",3215,0.605813929386404,0.880580662832101
"110","63  ",3651,"Y",436,0.0821570367690426,0.119419337167899
"111","66  ",3420,"N",3187,0.60053778941041,0.93187134502924
"112","66  ",3420,"Y",233,0.0439050219430893,0.0681286549707602
"113","67  ",10783,"N",10152,1.91297760843881,0.941481962348141
"114","67  ",10783,"Y",631,0.118901583030426,0.0585180376518594
"115","68  ",2548,"N",2390,0.450356233665165,0.937990580847724
"116","68  ",2548,"Y",158,0.0297725041502494,0.0620094191522763
"117","69  ",5357,"N",3793,0.714728533176557,0.708045547881277
"118","69  ",5357,"Y",1564,0.294710104373355,0.291954452118723
"119","7   ",3483,"N",3083,0.580940698071006,0.885156474303761
"120","7   ",3483,"Y",400,0.0753734282284795,0.114843525696239
"121","70  ",11124,"N",9778,1.84250345304518,0.879000359582884
"122","70  ",11124,"Y",1346,0.253631585988833,0.120999640417116
"123","71  ",4658,"N",4434,0.835514451912695,0.951910691283813
"124","71  ",4658,"Y",224,0.0422091198079485,0.0480893087161872
"125","72  ",5139,"N",4536,0.854734676110957,0.882661996497373
"126","72  ",5139,"Y",603,0.113625443054433,0.117338003502627
"127","73  ",21901,"N",21040,3.96464232481802,0.960686726633487
"128","73  ",21901,"Y",861,0.162241304261802,0.0393132733665129
"129","75  ",24306,"N",22272,4.19679248376174,0.916316958775611
"130","75  ",24306,"Y",2034,0.383273882541818,0.083683041224389
"131","76  ",4476,"N",4168,0.785391122140756,0.931188561215371
"132","76  ",4476,"Y",308,0.0580375397359292,0.0688114387846291
"133","77  ",9903,"N",9140,1.72228283502076,0.922952640613955
"134","77  ",9903,"Y",763,0.143774814345825,0.0770473593860446
"135","78  ",3274,"N",3146,0.592812013016991,0.960904092852779
"136","78  ",3274,"Y",128,0.0241194970331134,0.0390959071472205
"137","79  ",15179,"N",14295,2.69365789131529,0.9417616443771
"138","79  ",15179,"Y",884,0.16657527638494,0.0582383556229001
"139","81  ",9635,"N",8956,1.68761105803566,0.92952776336274
"140","81  ",9635,"Y",679,0.127946394417844,0.07047223663726
"141","83  ",11795,"N",10841,2.04280833856237,0.919118270453582
"142","83  ",11795,"Y",954,0.179765626324924,0.080881729546418
"143","84  ",3807,"N",3230,0.608640432944972,0.848437089571841
"144","84  ",3807,"Y",577,0.108726170219582,0.151562910428159
"145","88  ",5921,"N",5673,1.06898364585041,0.958115183246073
"146","88  ",5921,"Y",248,0.0467315255016573,0.0418848167539267
"147","9   ",5221,"N",4491,0.846255165435253,0.860180042137522
"148","9   ",5221,"Y",730,0.137556506516975,0.139819957862478
"149","90  ",9831,"N",9538,1.79727939610809,0.970196317770318
"150","90  ",9831,"Y",293,0.0552110361773612,0.0298036822296816
"151","94  ",2089,"N",2003,0.377432441854111,0.958831977022499
"152","94  ",2089,"Y",86,0.0162052870691231,0.0411680229775012
