"PCT","total","FRISKED","ARSTMADE","FREQ","PERCENTAGE","normalisedFreq"
"290","88  ",5921,"N","Y",91,0.0171474549219791,0.0153690255024489
"291","88  ",5921,"Y","N",2672,0.503494500566243,0.451275122445533
"292","88  ",5921,"Y","Y",339,0.0638789804236364,0.0572538422563756
"293","9   ",5221,"N","N",2308,0.434904680878327,0.442060907872055
"294","9   ",5221,"N","Y",289,0.0544573018950764,0.0553533805784333
"295","9   ",5221,"Y","N",1905,0.358965951938134,0.364872629764413
"296","9   ",5221,"Y","Y",719,0.135483737240692,0.137713081785099
"297","90  ",9831,"N","N",5185,0.977028063411665,0.527413284508188
"298","90  ",9831,"N","Y",104,0.0195970913394047,0.0105787814057573
"299","90  ",9831,"Y","N",4173,0.786333289993612,0.424473603906012
"300","90  ",9831,"Y","Y",369,0.0695319875407723,0.0375343301800427
"301","94  ",2089,"N","N",1124,0.211799333322027,0.538056486357109
"302","94  ",2089,"N","Y",14,0.00263806998799678,0.00670177118238392
"303","94  ",2089,"Y","N",819,0.154327094297812,0.392053614169459
"304","94  ",2089,"Y","Y",132,0.0248732313153982,0.0631881282910483
