1000201,381,11770,16188,12574,12035,40656,9862,38.36858006,24.50980392,75.49019608,0,20.24169184,8.559919436,5.466237942,17.18470883,2.965344766,21.23817713,15.99407627,45.53868937,38.46723436
1000202,1143,21238,25803,20703,15669,34520,13956,32.67414404,68.75957121,31.24042879,4.161747344,18.18181818,6.198347107,5.884590996,9.841471148,3.310082435,17.85053381,47.38409738,30.12173012,22.49417249
1000600,1159,14799,33045,10196,13744,59355,10053,29.39790576,49.22737307,50.77262693,0.968586387,16.78010471,4.554973822,7.779833488,12.40518039,2.62719704,22.72350135,18.28528073,19.85963581,61.85508346
1000700,0,101041,109136,65654,89831,109627,79099,0,83.89261745,16.10738255,26.45089286,0,0,12.26415094,1.073519844,1.073519844,10.28457314,71.7519685,3.608923885,24.63910761
1000800,976,16986,39383,20385,13855,39092,34063,22.99717248,72.95032914,27.04967086,0.377002828,7.610744581,2.709707823,4.746835443,10.89511754,2.757685353,16.30172865,14.68674475,1.412902026,83.90035323
1000900,0,92940,89058,39768,265909,98231,40369,0,67.44186047,32.55813954,27.48091603,0,0,7.912457913,6.565656566,1.851851852,6.161971831,75.21222411,9.847198642,14.94057725
1001001,48,53064,59609,0,22924,61527,24977,4.986522911,96.32829374,3.671706264,10.64690027,4.986522911,1.482479784,3.658536585,17.98780488,6.585365854,12.8125,55.37564767,14.11917098,30.50518135
1001002,940,12411,11196,18505,12640,17829,9994,40.14918824,15.80726965,84.19273035,0,28.91619131,11.23299693,4.304962208,18.43575419,1.61025304,18.53391272,32.04894989,51.33123863,16.61981148
1001200,297,34056,38565,33095,36817,43438,14707,15.9580664,69.60651289,30.39348711,3.494467094,6.115317414,5.416423995,5.804891158,14.4853534,1.827465735,16.6214178,48.85993485,24.48425624,26.6558089
1001300,11,106194,127211,16494,73620,130259,60683,0.477845352,64.28571429,35.71428571,29.32232841,0,0,14.64757709,1.927312775,0.688325991,9.419680404,67.23568282,4.074889868,28.68942731
1001401,83,55164,64243,17358,54536,66954,34020,4.467353952,86.83729433,13.16270567,22.74914089,4.12371134,2.268041237,2.144946376,6.922326942,3.184920377,9,81.51484818,6.206206206,12.27894561
1001402,497,23189,32771,8993,11855,35690,12850,36.24521073,60.94420601,39.05579399,3.448275862,18.69731801,9.042145594,6.252089602,13.6743564,2.540956202,10.32526475,46.76650783,26.37848877,26.8550034
1001501,231,73033,96748,37838,41114,98585,40944,6.931060045,87.14859438,12.85140562,17.86508525,5.670867309,2.112676056,10.1100693,4.871585813,1.386057888,12.24141608,61.92032686,5.801838611,32.27783453
1001502,65,78940,87452,75299,66138,90404,42780,1.107828656,86.63484487,13.36515513,33.71491876,0,1.292466765,32.58989531,2.124108633,0.743438022,12.02066051,76.26781063,4.381798682,19.35039069
1001600,737,22270,69069,0,16002,70771,35100,23.62023653,83.69140625,16.30859375,1.806833114,8.738501971,2.168199737,6.469453376,9.723472669,1.067524116,18.9832418,19.8080166,0.933973278,79.25801012
1001800,713,29957,54821,20254,16116,61942,19464,22.60898952,71.69603524,28.30396476,6.353497803,6.691449814,3.244339304,6.695522792,8.683890166,2.001893683,16.84334511,38.17713976,8.559046587,53.26381365
1002000,1002,10775,11613,14970,9268,8675,10658,55.66143498,21.13594041,78.86405959,0,28.867713,10.98654709,8.043993962,16.67026095,2.113435411,15.95076614,30.32642259,50.90427878,18.76929863
1002100,24,159946,162022,58117,186569,163810,128794,0.37037037,93.39207049,6.607929515,50.0462963,0,0.740740741,7.313915858,8.478964401,4.55231931,8.634489449,77.65312991,3.208436168,19.13843392
1002201,491,25471,42259,23440,16864,58655,19189,17.8358209,39.51434879,60.48565121,3.208955224,8.880597015,5.335820896,9.481668774,9.276232617,1.943742099,18.31109551,35.70054505,31.83712728,32.46232767
1002202,39,79477,110500,27209,27293,113883,42156,4.016477858,62.11180124,37.88819876,18.22863028,1.647785788,0,7.594339623,3.632075472,0.896226415,8.75,68.27386692,12.72902604,18.99710704
1002400,732,18902,30120,13695,26942,61832,12711,35.07572057,27.47875354,72.52124646,2.540302882,25.40302882,10.84513923,6.48905804,19.50523311,2.778306375,13.83703053,34.78766725,43.49427962,21.71805313
1002500,805,11247,11167,11962,12727,9190,10068,43.12227074,51.20934112,48.79065888,1.637554585,23.9628821,9.716157205,7.429449031,17.70013438,2.937224035,21.31560853,26.4229249,33.30039526,40.27667984
1002601,436,33109,52608,12359,17599,76351,24389,29.94505495,30.43478261,69.56521739,8.516483517,14.14835165,3.502747253,11.41840088,11.00766703,1.47864184,18.53053998,42.99221357,37.48609566,19.52169077
1002602,491,45411,63084,26348,27439,64153,26834,24.11591356,32.69565217,67.30434783,12.22986248,5.058939096,3.683693517,12.69212855,10.57289241,2.328830927,12.76113768,65.90047393,11.20853081,22.89099526
1002700,54,34373,57027,0,28811,60673,23793,7.448789572,82.24299065,17.75700935,3.910614525,5.959031657,5.772811918,12.43697479,6.134453782,0.420168067,9.304426378,30.54852321,1.181434599,68.27004219
1002800,786,26668,32374,28159,14805,42365,16092,23.83630116,45.36489152,54.63510848,1.09340831,12.40237426,6.091846298,8.668505881,9.350951067,2.236096994,13.44616831,58.90270666,27.63716167,13.46013168
1002900,608,17377,34684,7325,17994,39019,6388,27.01021768,76.77852349,23.22147651,1.732563305,10.17325633,1.155042204,6.205463183,10.10985748,0.875890736,25.01603592,21.80826897,9.844010298,68.34772073
1003001,247,45198,53004,76877,42953,56562,23518,9.392503231,16.90140845,83.09859155,3.403705299,6.63507109,1.766479966,6.371004052,3.174245835,0.585321927,5.595709956,50.70231083,18.96239239,30.33529678
1003002,268,41020,51973,29889,20571,58614,18004,14.80662983,58.54341737,41.45658263,5.138121547,6.464088398,3.922651934,5.823569952,7.098552722,1.309441764,8.030523256,60.48133938,18.80013952,20.7185211
1003100,32,46668,58489,32588,20298,58328,39435,4.855842185,87.5,12.5,27.92109256,0,2.579666161,51.86140804,1.584961298,0,11.30048166,69.14854405,4.533726502,26.31772945
1003200,353,44730,49431,19315,36189,50437,34592,6.288637817,65.61181435,34.38818565,5.244084417,3.069707951,1.620123641,11.90100692,3.979133811,1.201019047,7.29619218,64.10350299,8.580495545,27.31600147
1003300,16,159966,164940,0,145157,166810,30145,0.745920746,92.26190476,7.738095238,44.98834499,0.512820513,0,2.61228231,9.922089826,2.978918424,8.530927835,81.13163972,0.993071594,17.87528868
1003400,262,55525,61860,33534,46677,64815,26659,6.483660131,42.67399267,57.32600733,9.098039216,3.607843137,0.366013072,9.270833333,5.386904762,3.169642857,5.723905724,68.98724451,11.14184724,19.87090825
1003601,330,46026,75578,38432,36864,93173,14103,23.1741573,20,80,12.78089888,14.25561798,3.721910112,10.28128031,10.05496282,3.071451665,18.98181818,49.56550802,23.8302139,26.60427808
1003602,181,43797,60306,10960,28337,65043,21698,13.2613724,60.61946903,39.38053097,8.481110254,3.777949113,3.161141095,9.429000751,4.395191585,2.854996243,12.08133971,71.53905646,12.95436968,15.50657386
1003700,73,66718,70317,9507,67079,71429,53228,4.958677686,76.95473251,23.04526749,16.94214876,1.818181818,1.074380165,9.562471809,8.254397835,0.811907984,6.901544402,81.26696833,4.43438914,14.29864253
1003800,468,50248,54270,11130,50173,55340,40771,8.972000818,80.78817734,19.21182266,6.478642959,2.125485387,1.716738197,17.80227513,3.729330362,0.949923772,7.420409151,68.41796646,8.349947227,23.23208631
