"V2","val"
"4005900",2
"5023900",2
"2037600",2
"3080400",2
"2020501",1
"4008800",2
"3025800",2
"2002400",2
"3019700",2
"4071304",3
"2037504",1
"3012200",2
"2023100",2
"4052800",2
"4059800",2
"3067600",2
"3075000",2
"3119000",2
"4034700",2
"5025100",2
"2027900",2
"4077902",2
"2042600",2
"3033900",3
"4093402",2
"4015200",2
"3101600",2
"3017400",2
"4004001",2
"2026601",2
"4051300",2
"4076902",2
"2035900",3
"1013900",2
"4066000",2
"4005300",2
"1003602",2
"4064500",2
"4003800",2
"3016200",2
"3004400",2
"4119500",2
"3020000",2
"3117400",3
"3087600",2
"4069400",2
"1011401",2
"3042600",2
"4126500",2
"3075800",2
"3057500",2
"4010400",2
"1009000",2
"2000400",2
"4092800",2
"4074300",2
"4010200",2
"4048900",2
"3102800",2
"4017400",2
"2017100",2
"4018800",2
"4015000",2
"5024401",2
"5027301",2
"4050500",2
"1001401",2
"3041200",2
"3102600",2
"3036600",3
"4113900",2
"4109900",2
"4026600",2
"4071100",2
"4024300",2
"3047400",2
"4049302",2
"4014400",2
"3031701",3
"4016400",2
"4015100",2
"4018501",2
"3062800",2
"4005800",2
"4006100",2
"3080600",2
"3025200",2
"2013800",2
"4109700",2
"4152901",2
"2017701",3
"4017600",2
"5027706",2
"5015601",2
"3014800",2
"2018400",2
"4072900",2
"4147100",2
"3042300",2
"4026902",2
"5029103",2
"4134700",2
"4062700",2
"2037000",2
"4144700",2
"4102900",2
"3072200",2
"2040800",3
"2025200",2
"4054500",2
"3039800",2
"3015900",2
"5017007",2
"2019700",1
"5017700",2
"4060800",2
"3030200",2
"3039100",2
"4122701",3
"3048100",2
"2027401",2
"3044400",2
"1024301",3
"4071303",2
"3040200",2
"3053100",3
"4150702",2
"3013300",2
"3049900",2
"3105801",1
"2003100",2
"4018200",2
"4070900",2
"3062000",2
"4013800",2
"4099100",2
"2023302",3
"2036700",2
"5020100",2
"4063500",2
"5005000",2
"3095600",2
"4011300",2
"4114700",2
"4080302",2
"4133300",2
"3031702",2
"4068000",2
"3037000",2
"3084600",2
"4011700",2
"3018000",2
"3024400",2
"3029200",2
"4006501",2
"3095800",2
"2041500",3
"4097300",2
"3036502",2
"4129104",2
"4120700",2
"5015100",2
"2020502",2
"3009400",2
"4105900",2
"3026600",2
"2044400",2
"2021100",1
"3051500",2
"4009900",2
"3044000",2
"4071702",2
"4048200",2
"3040000",2
"4065703",2
"3019400",2
"3057300",2
"1011000",2
"2013200",2
"3081000",2
"2028700",2
"3093200",2
"4113300",2
"4081800",2
"3041600",2
"3013600",2
"3044800",2
"4058700",2
"4052500",2
"1015801",2
"4063000",2
"4022900",2
"3083600",2
"4045600",2
"4120300",2
"3007200",2
"3057000",2
"3055400",2
"4147900",2
"4079000",2
"4010100",2
"3027200",2
"3038600",2
"4051000",2
"3114600",2
"3120000",2
"4056000",2
"4032700",2
"4140902",2
"2035100",2
"3012600",2
"4055500",2
"3083200",2
"3056000",2
"2034200",2
"4074500",2
"4024700",2
"3017600",2
"4042400",2
"3043600",2
"4000100",2
"3056300",2
"4035700",2
"1006800",2
"4017800",2
"2044800",2
"4112900",2
"2025400",2
"5018901",2
"5002001",2
"5002002",2
"4061900",2
"4099701",2
"4007500",2
"3096600",2
"4022002",2
"4079701",3
"3069200",2
"3018700",2
"3043400",2
"4011100",2
"5004700",2
"3049700",2
"4107201",2
"4053500",2
"4134100",2
"3107800",2
"1011600",2
"4014100",2
"2036902",2
"4129103",2
"3018800",2
"3022400",2
"3028200",2
"4059600",2
"4053601",2
"3049400",3
"3057600",2
"2021200",2
"3096200",2
"4108500",2
"4007900",2
"3016500",2
"4017200",2
"3020700",2
"3073400",2
"3045000",2
"3073000",2
"2016300",2
"4032800",2
"3053400",2
"3021000",2
"4116700",2
"4074900",2
"4026200",2
"2024400",2
"4011900",2
"2045101",2
"4077906",2
"4062100",2
"3059300",2
"3015000",2
"1005800",2
"3033700",2
"2031000",2
"4126700",2
"4052600",2
"4049600",2
"1031703",2
"3012100",2
"4115900",2
"3036001",3
"4028000",2
"2045102",2
"5019800",2
"4145101",2
"3055600",2
"4064600",2
"4038301",2
"3048000",2
"1027500",2
"4059000",2
"4035200",2
"4006502",2
"3059800",2
"4091900",2
"3055800",2
"4072100",2
"4063800",2
"2030900",2
"2025600",2
"3028600",3
"3081400",2
"2028100",2
"4059200",2
"2026100",2
"4157901",2
"4129102",2
"3069601",2
"3016900",2
"3117602",2
"2025000",2
"3095400",2
"3015400",2
"2031400",2
"2016400",2
"3085000",2
"3050400",2
"2033500",2
"3075400",2
"3014700",2
"4084000",2
"4055800",2
"2034300",2
"3070000",2
"4054800",2
"2033400",2
"3101800",2
"3005201",2
"4054200",2
"3003400",2
"1003900",2
"4062300",2
"5027900",2
"5014605",2
"4061000",2
"3068200",2
"4060300",2
"3013500",2
"3014900",2
"3068800",2
"4146300",2
"4119300",2
"3000301",2
"4029300",2
"4065000",2
"4067900",2
"3045200",2
"3096400",2
"4070700",2
"5032300",2
"4052000",2
"3064800",2
"3100800",2
"3101400",2
"2015800",2
"3078000",2
"3059401",3
"3005100",2
"3054300",2
"3065000",2
"4091601",2
"4027600",2
"4018502",2
"4025700",2
"2041800",2
"5020803",2
"4142900",2
"5014607",2
"4009500",2
"4021900",2
"4016900",2
"4138501",2
"4055400",2
"4071305",2
"5014604",2
"4119900",2
"3068600",2
"3107000",2
"3000700",2
"1024900",2
"4150701",2
"4092200",2
"1027300",2
"3029400",2
"3056800",2
"4155102",2
"3033100",2
"3085200",2
"4103300",2
"5017008",2
"3004500",2
"4047600",2
"4152902",2
"3005602",2
"4049500",2
"4099703",2
"5017011",2
"3037401",2
"4003600",2
"4077905",2
"4069702",2
"4145102",2
"4127700",2
"4056600",2
"4121500",2
"5027705",2
"4051700",2
"4078800",2
"4046400",2
"3099600",2
"4049900",2
"4023000",2
"4140300",2
"3004900",2
"4139900",2
"3041800",2
"3044200",2
"3041402",2
"3075200",2
"3067400",2
"4009100",2
"3098400",2
"3026200",2
"2040501",3
"4066701",2
"3056200",2
"3073200",2
"4061200",2
"4068200",2
"3074800",2
"3045800",2
"2022703",2
"2011800",2
"3063200",2
"3085400",2
"4037100",2
"4018700",2
"3066000",2
"5016901",2
"3023600",3
"4050400",2
"3100400",2
"4060000",2
"3065200",2
"4008300",2
"4051500",2
"3046400",2
"4144100",2
"1028100",2
"4007700",2
"3065800",2
"4064101",2
"4050202",2
"3020200",2
"5015400",2
"4118700",2
"2034400",2
"4124100",2
"3017200",2
"4036800",2
"4055600",2
"4012100",2
"3099400",2
