1000201,3
1000202,4
1000600,4
1000700,2
1000800,4
1000900,2
1001001,2
1001002,3
1001200,4
1001300,2
1001401,2
1001402,4
1001501,2
1001502,2
1001600,4
1001800,4
1002000,3
1002100,2
1002201,1
1002202,2
1002400,3
1002500,3
1002601,3
1002602,1
1002700,4
1002800,1
1002900,4
1003001,1
1003002,1
1003100,2
1003200,2
1003300,2
1003400,1
1003601,1
1003602,2
1003700,2
1003800,2
1003900,2
1004000,2
1004100,4
1004200,2
1004300,1
1004400,2
1004500,2
1004700,2
1004800,2
1004900,2
1005000,2
1005200,2
1005400,2
1005501,2
1005502,2
1005600,2
1005700,2
1005800,2
1005900,2
1006000,2
1006100,2
1006200,4
1006300,2
1006400,2
1006500,2
1006600,2
1006700,2
1006800,2
1006900,2
1007000,2
1007100,2
1007200,2
1007300,2
1007400,2
1007500,2
1007600,2
1007700,2
1007800,2
1007900,2
1008000,2
1008100,2
1008200,2
1008300,1
1008400,2
1008601,2
1008602,4
1008603,2
1008700,2
1008800,2
1008900,2
1009000,2
1009100,2
1009200,2
1009300,2
1009400,4
1009500,2
1009600,2
1009700,1
1009800,2
1009900,2
1010000,2
1010100,2
1010200,2
1010300,2
1010400,2
1010601,2
1010602,2
1010800,2
1010900,2
1011000,2
1011100,1
1011201,2
1011202,2
1011203,2
1011300,1
1011401,2
1011402,2
1011500,2
1011600,2
1011700,1
1011800,2
1011900,1
1012000,2
1012100,2
1012200,2
1012400,2
1012500,2
1012600,2
1012700,2
1012800,2
1012900,2
1013000,2
1013100,2
1013200,2
1013300,1
1013400,2
1013500,1
1013600,2
1013700,2
1013800,2
1013900,2
1014000,2
1014200,2
1014300,4
1014401,2
1014402,2
1014500,2
1014601,2
1014602,2
1014700,2
1014801,2
1014802,2
1014900,2
1015001,2
1015002,2
1015100,1
1015200,2
1015300,2
1015400,2
1015500,2
1015601,2
1015602,4
1015700,2
1015801,2
1015802,2
1015900,2
1016001,2
1016002,2
1016100,2
1016200,3
1016300,2
1016400,3
1016500,2
1016600,3
1016700,2
1016800,3
1016900,2
1017000,3
1017100,2
1017200,3
1017300,2
1017401,3
1017402,1
1017500,2
1017700,1
1017800,3
1017900,2
1018000,3
1018100,2
1018200,3
1018300,2
1018400,3
1018500,2
1018600,3
1018700,2
1018800,3
1018900,3
1019000,1
1019100,2
1019200,3
1019300,1
1019400,3
1019500,2
1019600,3
1019701,2
1019702,2
1019800,1
1019900,2
1020000,1
1020101,2
1020102,1
1020300,4
1020500,2
1020600,1
1020701,2
1020800,1
1020901,1
1021000,1
1021100,1
1021200,1
1021303,1
1021400,2
1021500,1
1021600,1
1021703,4
1021800,1
1021900,3
1022000,1
1022102,1
1022200,1
1022301,3
1022302,3
1022400,1
1022500,3
1022600,1
1022700,1
1022800,1
1022900,3
1023000,1
1023100,1
1023200,3
1023300,3
1023400,1
1023501,1
1023502,1
1023600,1
1023700,3
1023802,2
1023900,3
1024000,1
1024100,3
1024200,3
1024301,3
1024302,3
1024500,3
1024700,3
1024900,3
1025100,3
1025300,3
1025500,1
1025700,1
1025900,1
1026100,3
1026300,3
1026500,3
1026700,4
1026900,3
1027100,3
1027300,2
1027500,2
1027700,3
1027900,3
1028100,2
1028300,3
1028500,3
1028700,3
1029100,3
1029300,3
1029500,3
1029700,1
1029900,3
1030300,1
1030700,2
1030900,3
1031100,4
1031703,2
1031704,2
1031900,4
2000200,3
2000400,3
2001600,3
2001900,3
2002000,3
2002300,3
2002400,4
2002500,3
2002701,3
2002702,3
2002800,1
2003100,3
2003300,3
2003500,3
2003700,3
2003800,1
2003900,3
2004001,1
2004100,3
2004200,3
2004300,3
2004400,3
2004600,3
2004800,3
2005001,3
2005002,3
2005100,3
2005200,3
2005300,3
2005400,3
2005600,3
2005902,3
2006000,3
2006100,1
2006200,3
2006300,3
2006400,3
2006500,3
2006700,3
2006800,3
2006900,3
2007000,3
2007100,3
2007200,3
2007300,3
2007400,3
2007500,3
2007600,3
2007700,3
2007800,3
2007900,3
2008300,3
2008400,3
2008500,3
2008600,3
2008700,3
2008900,3
2009000,3
2009200,3
2009300,3
2009600,3
2009800,3
2011000,4
2011502,3
2011700,3
2011800,2
2011900,3
2012101,3
2012102,3
2012300,3
2012500,3
2012701,3
2012901,3
2013000,1
2013100,3
2013200,1
2013300,3
2013500,3
2013800,1
2014100,3
2014300,3
2014400,3
2014500,3
2014701,3
2014702,3
2014900,3
2015100,3
2015200,1
2015300,3
2015500,3
2015700,3
2015800,4
2015900,3
2016000,2
2016100,3
2016200,1
2016300,1
2016400,2
2016500,3
2016600,4
2016700,3
2016900,3
2017100,1
2017300,3
2017500,3
2017701,3
2017702,3
2017901,3
2017902,3
2018101,3
2018102,3
2018301,3
2018302,3
2018400,1
2018500,3
2018900,3
2019300,3
2019400,3
2019500,3
2019700,3
2019900,3
