1000201,381,11770,16188,12574,12035,40656,9862,38.36858006,24.50980392,75.49019608,29.60725076,4.833836858,35.04531722,8.459214502,52.4672709,0,20.24169184,8.559919436,5.466237942,17.18470883,2.965344766,21.23817713,15.99407627,45.53868937,38.46723436,207
1000202,1143,21238,25803,20703,15669,34520,13956,32.67414404,68.75957121,31.24042879,48.96694215,14.69893743,23.76033058,28.27626919,36.74734357,4.161747344,18.18181818,6.198347107,5.884590996,9.841471148,3.310082435,17.85053381,47.38409738,30.12173012,22.49417249,276
1000600,1159,14799,33045,10196,13744,59355,10053,29.39790576,49.22737307,50.77262693,10.83769634,5.209424084,63.92670157,6.570680628,22.7486911,0.968586387,16.78010471,4.554973822,7.779833488,12.40518039,2.62719704,22.72350135,18.28528073,19.85963581,61.85508346,652
1000700,0,101041,109136,65654,89831,109627,79099,0,83.89261745,16.10738255,70.20089286,2.064732143,23.71651786,68.1640625,2.9296875,26.45089286,0,0,12.26415094,1.073519844,1.073519844,10.28457314,71.7519685,3.608923885,24.63910761,58
1000800,976,16986,39383,20385,13855,39092,34063,22.99717248,72.95032914,27.04967086,17.38925542,0.565504241,77.12064091,16.16399623,4.264844486,0.377002828,7.610744581,2.709707823,4.746835443,10.89511754,2.757685353,16.30172865,14.68674475,1.412902026,83.90035323,267
1000900,0,92940,89058,39768,265909,98231,40369,0,67.44186047,32.55813954,83.58778626,3.435114504,8.778625954,82.0610687,5.72519084,27.48091603,0,0,7.912457913,6.565656566,1.851851852,6.161971831,75.21222411,9.847198642,14.94057725,391
1001001,48,53064,59609,0,22924,61527,24977,4.986522911,96.32829374,3.671706264,88.14016173,0.673854447,2.69541779,80.32345014,14.01617251,10.64690027,4.986522911,1.482479784,3.658536585,17.98780488,6.585365854,12.8125,55.37564767,14.11917098,30.50518135,8
1001002,940,12411,11196,18505,12640,17829,9994,40.14918824,15.80726965,84.19273035,32.38262396,18.03422554,10.7064502,6.625713032,64.32645897,0,28.91619131,11.23299693,4.304962208,18.43575419,1.61025304,18.53391272,32.04894989,51.33123863,16.61981148,506
1001200,297,34056,38565,33095,36817,43438,14707,15.9580664,69.60651289,30.39348711,70.47175306,3.377984857,14.03610949,60.22131625,23.52941177,3.494467094,6.115317414,5.416423995,5.804891158,14.4853534,1.827465735,16.6214178,48.85993485,24.48425624,26.6558089,145
1001300,11,106194,127211,16494,73620,130259,60683,0.477845352,64.28571429,35.71428571,72.19808862,3.779322328,16.89834926,67.59339705,6.211989574,29.32232841,0,0,14.64757709,1.927312775,0.688325991,9.419680404,67.23568282,4.074889868,28.68942731,1092
1001401,83,55164,64243,17358,54536,66954,34020,4.467353952,86.83729433,13.16270567,75.32646048,4.673539519,12.57731959,73.67697595,6.18556701,22.74914089,4.12371134,2.268041237,2.144946376,6.922326942,3.184920377,9,81.51484818,6.206206206,12.27894561,47
1001402,497,23189,32771,8993,11855,35690,12850,36.24521073,60.94420601,39.05579399,46.20689655,5.134099617,28.81226054,36.32183908,27.35632184,3.448275862,18.69731801,9.042145594,6.252089602,13.6743564,2.540956202,10.32526475,46.76650783,26.37848877,26.8550034,262
1001501,231,73033,96748,37838,41114,98585,40944,6.931060045,87.14859438,12.85140562,56.59747962,6.338028169,31.72720534,55.44848036,5.930318755,17.86508525,5.670867309,2.112676056,10.1100693,4.871585813,1.386057888,12.24141608,61.92032686,5.801838611,32.27783453,65
1001502,65,78940,87452,75299,66138,90404,42780,1.107828656,86.63484487,13.36515513,73.78138848,4.837518464,20.08862629,68.61152142,6.462333826,33.71491876,0,1.292466765,32.58989531,2.124108633,0.743438022,12.02066051,76.26781063,4.381798682,19.35039069,146
1001600,737,22270,69069,0,16002,70771,35100,23.62023653,83.69140625,16.30859375,13.86333771,0,82.58869908,13.60052562,1.609724047,1.806833114,8.738501971,2.168199737,6.469453376,9.723472669,1.067524116,18.9832418,19.8080166,0.933973278,79.25801012,384
1001800,713,29957,54821,20254,16116,61942,19464,22.60898952,71.69603524,28.30396476,42.14261575,0.94626563,46.16424468,36.66779317,13.18012842,6.353497803,6.691449814,3.244339304,6.695522792,8.683890166,2.001893683,16.84334511,38.17713976,8.559046587,53.26381365,683
1002000,1002,10775,11613,14970,9268,8675,10658,55.66143498,21.13594041,78.86405959,25.56053812,17.26457399,14.18161435,2.186098655,67.37668161,0,28.867713,10.98654709,8.043993962,16.67026095,2.113435411,15.95076614,30.32642259,50.90427878,18.76929863,418
1002100,24,159946,162022,58117,186569,163810,128794,0.37037037,93.39207049,6.607929515,83.88888889,2.268518519,11.89814815,79.67592593,4.212962963,50.0462963,0,0.740740741,7.313915858,8.478964401,4.55231931,8.634489449,77.65312991,3.208436168,19.13843392,186
1002201,491,25471,42259,23440,16864,58655,19189,17.8358209,39.51434879,60.48565121,35.55970149,17.57462687,22.35074627,20.74626866,38.50746269,3.208955224,8.880597015,5.335820896,9.481668774,9.276232617,1.943742099,18.31109551,35.70054505,31.83712728,32.46232767,335
1002202,39,79477,110500,27209,27293,113883,42156,4.016477858,62.11180124,37.88819876,78.0638517,2.574665294,10.09268795,72.70854789,15.03604531,18.22863028,1.647785788,0,7.594339623,3.632075472,0.896226415,8.75,68.27386692,12.72902604,18.99710704,135
1002400,732,18902,30120,13695,26942,61832,12711,35.07572057,27.47875354,72.52124646,28.13873962,18.75915975,16.31656082,10.99169516,55.25158769,2.540302882,25.40302882,10.84513923,6.48905804,19.50523311,2.778306375,13.83703053,34.78766725,43.49427962,21.71805313,662
