"BoroCT2010","ACS_p_white","ACS_p_black","ACS_p_hispanic","ACS_p_edu_grad_HS","ACS_p_household_white","ACS_p_household_black","ACS_p_household_asian","ACS_p_household_hispanic","ACS_p_US_citizen","ACS_p_home_lang_english","ACS_p_home_lang_spanish","ACS_p_home_lang_other","ACS_p_pop_poverty","ACS_p_unemployed","ACS_p_civilian_labor_force","ACS_p_poverty_under100","ACS_p_poverty_100to149","ACS_p_poverty_200over","ACS_p_income_indv_75000ormore","ACS_p_house_social_security","ACS_p_house_supplemental_security","ACS_p_house_public_assistance","ACS_p_house_SNAP","ACS_avg_per_capita_income","stops"
2017100,25,50,25,25,0,0,0,0,100,75,25,0,100,0,0,50,50,0,0,0,0,0,0,8425,35
2017300,20.92103181,41.52555784,53.69520494,24.88301679,18.34515366,40.04728132,3.1678487,60,78.30352904,38.61470388,47.68550034,13.69979578,99.95252413,5.973916702,37.63253679,33.01139962,28.26155795,29.84483851,2.826131477,32.76595745,25.29550827,11.44208038,55.17730497,12994,1009
2017500,5.393130854,50.69543003,52.69656543,26.179941,5.930470348,47.48466258,0,54.15132924,84.77150156,49.90922844,45.62783661,4.462934947,99.57422651,8.826326802,36.97133125,48.38939567,10.60433295,30.18814139,1.207505109,25.11247444,26.66666667,13.94683027,55.05112474,11279,1720
2017701,9.874179431,41.76695843,56.59190372,16.7031045,9.400179051,38.7645479,0,58.28111012,89.49671772,46.01503759,52.21052632,1.77443609,88.26586433,7.393436439,36.10503282,45.21227146,13.4800124,24.26402231,6.565842862,10.38495971,20.14324082,19.15846016,41.8084154,15103,515
2017702,6.262146405,45.99438566,56.42409847,28.8523418,4.203821656,50.44585987,0,53.56687898,65.16950983,30.70639116,56.24699664,13.04661221,99.65450227,3.922716628,38.8037141,48.55904659,18.24485374,18.13651138,3.255282696,26.94267516,12.03821656,15.79617834,51.33757962,11096,372
2017901,10.84108601,19.47977976,76.83690906,22.37871675,10.41009464,26.81388013,2.965299685,70.28391167,65.31232201,14.60194963,76.56376929,8.834281072,100,7.961618257,49.61078413,40.82020125,13.04347826,37.61154357,0.34730836,16.7192429,20.3785489,10.34700316,55.6466877,11506,841
2017902,12.47171946,42.5622172,61.53846154,24.93946731,12.19931272,50.25773196,0.945017182,54.12371134,72.25678733,21.91489362,60.48632219,17.5987842,99.29298643,7.608695652,47.82239819,24.97863857,21.30447166,29.10851609,3.839122486,20.10309278,9.364261168,6.357388316,38.23024055,14060,741
2018101,9.00794819,65.88166029,35.61966441,27.04805492,6.036217304,60.06036217,0,41.44869215,72.88784221,54.53991469,32.51066423,12.94942109,100,6.891495601,46.8060053,32.26376214,24.02119517,40.18251398,2.203269367,21.32796781,24.64788732,8.551307847,41.04627767,13754,424
2018102,12.90965055,44.07025168,50.15390187,19.04369332,12.68203884,44.84223301,3.398058252,47.9368932,68.0608365,31.69218841,48.43962008,19.86819151,95.47347456,5.643447462,50.5160239,34.19305898,18.07320311,42.93571022,1.129411765,18.26456311,7.888349515,3.640776699,30.64320388,12477,1150
2018301,16.30911188,52.84890427,54.99423299,27.69281915,15.08231545,55.76208178,2.44291025,48.53956453,83.183391,38.67403315,51.9577228,9.368244055,100,12.00229161,46.66666667,34.37139562,11.83391004,43.99077278,4.153537668,31.33297929,15.56027616,7.700477961,34.14763675,18409,234
2018302,17.46112669,38.4909508,55.46775427,23.6075407,18.00796813,45.57768924,3.426294821,46.93227092,70.07392302,31.14186851,49.79815456,19.05997693,99.69411165,10.74576271,48.20290594,33.77652774,10.96906162,33.08616722,1.09561753,18.4063745,0,4.143426295,33.30677291,14474,194
2018400,63.93566223,5.227444081,38.52726816,38.16684569,70.87186262,5.614266843,1.05680317,26.35402906,88.08745916,59.35914553,25.92790387,14.7129506,98.99472229,9.384711001,47.92661473,14.34374207,7.362274689,73.21655242,9.835064142,34.21400264,0.660501982,3.698811096,11.88903567,28835,87
2018500,10.04551876,42.92889656,57.27515304,29.05752093,7.994389902,44.69378214,0.74801309,56.24123422,83.84868937,40.57971015,48.94755004,10.47273982,98.83848689,12.49464209,43.18003453,38.57392409,10.76703192,33.9367953,0.336275746,14.63300608,15.89527817,15.10051426,48.29359514,11379,424
2018900,18.32579186,34.08748115,71.32981398,34.13034279,18.90400883,36.00588452,0.183891136,68.40750276,82.35294118,29.16779984,64.1555616,6.676638564,97.297637,9.424350484,43.94167924,30.35783491,13.38328381,45.53675236,2.341414812,16.73409342,14.34350864,9.157778595,45.16366311,14617,333
2019300,17.44672755,40.54414003,65.94368341,33.67789263,16.06690319,47.08565636,0,57.01976685,83.16210046,38.13715456,58.50562948,3.357215967,100,10.03159558,39.23135464,51.42694064,19.06392694,21.67047184,1.636828645,22.60516979,13.02584896,13.63405981,50.58286873,13054,279
2019400,38.00856531,21.78800857,54.44325482,27.38589212,43.47826087,20.89761571,3.085553997,50.7713885,98.17987152,50.56369786,37.59864713,11.83765502,100,12.98405467,48.44753747,28.85438972,1.766595289,59.74304069,9.478324761,20.6171108,9.957924264,12.76297335,31.13604488,25983,205
2019500,12.62027611,40.07809232,59.6290615,30.38807279,10.89638158,46.01151316,1.15131579,56.74342105,72.23539255,27.24019681,56.23974952,16.52005368,99.09357133,8.365940004,50.9134012,20.60230791,15.74725584,50.45032367,0.837124659,17.39309211,10.7319079,5.263157895,27.42598684,14938,314
2019700,13.87069889,27.14608882,70.73461126,27.73401298,14.02632774,27.78029959,5.038583749,73.12755334,64.99583284,17.2970042,65.62288193,17.08011387,99.04750566,8.537023724,43.55280391,36.33850222,19.06479144,24.25772328,1.265377856,12.75533364,9.94098956,14.88878802,49.97730368,10465,710
2019900,9.253350351,36.79642629,61.94001276,22.2899434,11.85641769,38.21609862,0.507614213,59.68092821,71.83152521,28.30060934,58.21259309,13.48679756,100,10.87802402,46.12635609,33.49074665,21.12316528,37.05169113,1.443437395,18.31036983,11.6751269,9.427121102,43.98114576,13572,340
2020000,19.61661342,5.303514377,49.66986156,25.33683865,30.14905149,5.013550136,19.10569106,50.20325203,74.58998935,28.84972171,39.86549165,31.28478664,100,11.61362367,49.98935037,27.02875399,17.63578275,42.66240682,3.134451471,19.51219512,4.268292683,7.520325203,20.25745258,16141,230
2020100,17.81737194,31.13090819,71.7396684,26.73397717,15.76,36.96,0,68.32,76.93640188,32.01646091,63.86831276,4.115226337,99.1586241,9.184660006,49.17099728,31.61966559,22.03643624,29.02420764,0.317057705,15.52,14,9.68,50.08,12949,99
2020200,14.38979964,13.06921676,42.57741348,33.71126228,25.57142857,12.57142857,18.28571429,47,81.37522769,44.92462312,27.78894472,27.28643216,99.90892532,8.744247206,44.03460838,14.3573382,13.40018232,58.0674567,4.054897068,18.42857143,7.142857143,4,23,17917,82
2020400,20.65743945,10.20761246,59.20415225,28.43886463,22.09302326,11.09936575,13.53065539,61.62790698,75.81314879,34.06261788,48.24594493,17.69143719,100,8.266666667,48.58131488,18.30449827,11.86851211,58.44290657,5.272331155,15.75052854,4.22832981,2.748414376,21.24735729,19371,105
2020501,4.508787093,44.03630078,61.07749928,23.6677116,5.171042164,48.13046937,0,55.40970565,79.31431864,40.1477437,56.46378674,3.388469568,99.38058197,9.475005229,43.84903486,31.13494709,22.09015799,29.90288448,1.549439348,20.92283214,15.83134447,9.188544153,39.2601432,12282,81
2020502,21.62162162,28.73090482,57.93184489,33.69036027,20.34428795,27.38654147,0,63.53677621,84.60634548,44.93201483,54.20271941,0.86526576,100,10.75268817,38.01410106,43.7132785,6.345475911,45.71092832,0.853485064,46.32237872,23.94366197,5.320813772,40.21909233,15394,43
2020601,15.2574698,29.72027972,57.12015258,30.14354067,17.98941799,29.31216931,6.560846561,59.36507937,80.546726,39.8624304,45.82377989,14.31378972,100,8.449028163,49.10998093,22.72727273,10.58486968,63.60457724,5.79029734,22.64550265,5.608465609,4.761904762,16.50793651,17346,49
2020900,16.7132216,33.31005587,66.66666667,29.27107062,17.05955335,38.15136476,0.620347395,63.46153846,77.0018622,34.85405936,61.81015453,3.335786117,100,8.256608257,45.716946,37.66294227,9.031657356,30.65642458,1.745708467,21.21588089,20.65756824,9.429280397,53.41191067,13805,358
2021001,12.3843592,63.74737881,30.91155791,26.67521055,13.80670611,62.8909552,3.014933784,32.96703297,86.91254471,60.38356164,26.36986301,13.24657534,99.75329962,5.5926279,51.91809547,10.85693088,12.13057994,70.4711265,6.593581188,19.04761905,5.494505495,3.578472809,13.89123697,24117,44
2021002,8.22344051,51.23722033,32.27144762,30.3800126,9.412132583,53.25203252,9.005628518,32.48905566,88.94651059,65.88777619,21.30027023,12.81195358,100,6.698130332,53.16343162,17.78041191,4.741443177,67.4618462,9.853099248,20.45028143,6.691682301,0.469043152,19.51219512,26722,26
2021100,13.14990512,47.34345351,56.26185958,29.71246006,13.0726257,48.88268156,0,55.58659218,66.43263757,29.77099237,56.75675676,13.47225088,98.95635674,10.71245515,46.18595825,42.93384468,10.06711409,26.25119847,0.705645161,18.26815643,13.91061453,9.38547486,44.74860335,11638,172
2021200,10.40899042,39.29624171,37.38025055,25.6577163,15.36021749,40.19030358,16.71952877,38.15133666,86.64333088,38.70648734,34.82990506,26.4636076,99.85261607,1.987060998,50.2210759,11.56826568,5.313653137,60.27675277,4.508009153,21.15994563,2.492070684,3.035795197,7.657453557,22565,42
2021301,12.73268801,34.84735666,76.24720774,31.2335958,12.46882793,31.9201995,0,72.56857855,82.27848101,23.893066,76.106934,0,100,12.88659794,47.87788533,52.64333582,14.14743112,33.20923306,2.434077079,11.72069825,4.239401496,11.72069825,54.11471322,13384,63
2021302,15.99539701,40.88991178,65.88032221,24.44805195,13.13416009,46.39233371,0.394588501,63.13416009,72.66973533,22.82515073,62.833764,14.34108527,100,7.181425486,39.62408899,37.05408516,19.77368623,31.20444956,1.379310345,20.57497182,16.12175874,8.399098083,48.75986471,12689,187
2021501,12.30018965,25.14223788,73.93660255,35.71809931,6.687565308,30.61650993,4.702194357,71.15987461,70.46870767,25.72829536,64.86876262,9.402942025,94.96071525,18.16827997,45.16391222,28.04564907,29.38659059,32.12553495,2.113702624,20.68965517,17.76384535,11.28526646,53.29153605,11652,104
2021502,9.224645206,27.70854967,70.4569055,29.45226917,9.796769151,29.7029703,1.198540907,66.90984888,75.02596054,34.92742836,61.03461109,4.037960551,97.16164763,10.79980843,44.91173416,39.95368721,15.47915925,32.41895262,0.84171148,17.40489839,13.23606045,15.73736321,58.7806149,12164,129
2021601,22.71325797,19.52723536,72.09660843,32.45348334,29.6197465,17.87858572,3.202134757,71.78118746,78.23741007,26.03246938,66.24893193,7.71859869,100,7.137907138,45.60637205,33.91572456,14.92805755,38.25796506,1.531133038,14.60973983,5.937291528,5.670446965,42.49499666,13223,446
2021602,16.77088344,45.80727914,38.78467212,27.81706742,15.37203598,49.79558463,9.035159444,40.06541292,84.60798461,50.35765379,33.06509299,16.57725322,100,4.320358671,46.68911336,25.84575918,7.198973866,57.44749078,5.592039801,23.9574816,7.031888798,4.374488962,16.43499591,22879,173
2021700,9.639009639,49.95274995,49.76374976,32.26286054,6.947890819,54.15632754,0,47.58064516,79.03987904,48.71636886,43.35592524,7.927705894,97.82649783,12.36090953,40.61614062,52.27975271,15.55255023,26.81607419,0.119932838,15.63275434,17.36972705,16.68734491,50,10642,196
2021800,14.6623271,23.75915378,64.21480879,24.71462702,14.62093863,27.12093863,3.790613718,64.03429603,82.37591538,36.24281609,53.32255747,10.43462644,99.72335232,8.560221504,44.73555736,23.09073107,15.32310705,45.0881201,5.847308032,22.92418773,5.415162455,9.702166065,26.26353791,17732,338
2021900,9.304143862,31.43080532,70.36747459,29.92021277,12.99559471,35.9030837,0,65.63876652,69.50742768,35.25913339,62.4468989,2.293967715,100,4.272634792,49.25723221,26.5050821,16.8881939,34.55824863,0,6.828193833,33.25991189,12.55506608,48.23788546,13862,133
2022000,10.81081081,30.5019305,68.26254826,23.06547619,14.41647597,39.35926774,0,58.35240275,72.81853282,24.20670898,61.92203083,13.8712602,100,11.83013145,49.4980695,65.79150579,8.725868726,20.07722008,1.003009027,10.98398169,6.178489703,16.24713959,58.35240275,10956,94
2022101,16.11410948,21.56258031,75.5075816,36.23499142,16.36828645,24.12617221,2.642796249,71.78175618,62.37471087,12.31497928,73.83066904,13.85435169,99.56309432,4.68975469,42.99665896,43.95973154,11.56427465,34.77026329,1.425008906,9.889173061,11.25319693,10.74168798,43.64876385,12168,279
2022102,21.95635528,15.96477795,84.82006126,22.86332492,21.85257665,19.37377691,1.435094586,82.90932812,68.75957121,10.63254266,81.52309613,7.844361215,100,9.285714286,38.36140888,55.22588055,15.21822358,23.98545176,1.081388731,14.93803001,13.04631442,16.04696673,48.40182648,9441,272
2022200,22.20660576,21.04708363,61.80604357,27.15053763,21.61410019,22.63450835,7.977736549,60.7606679,76.4230499,28.41246291,54.45103858,17.13649852,100,7.554945055,51.44061841,26.45818693,16.58468025,43.35910049,3.03030303,23.19109462,12.61595547,2.319109462,20.50092764,17791,313
2022300,13.76798721,26.71877776,80.38728016,32.43638491,18.5225421,25.42096687,0.543183053,78.76154264,71.82448037,22.14964371,73.81235154,4.038004751,98.04583407,8.333333333,43.25812755,35.58615691,14.64033339,36.65519116,0.285986654,22.81368821,17.38185769,15.4263987,51.71102662,11370,1410
2022401,31.83980968,14.23473434,54.52022205,29.46324387,37.31343284,16.7690957,7.55048288,48.55136084,76.36796194,38.42386465,48.2635797,13.31255565,100,6.603301651,49.00872324,21.37192704,19.90483743,50,3.851925963,22.3880597,11.67690957,4.653204565,18.70061457,19556,150
2022403,35.00810373,12.64181524,59.87034036,22.6487524,38.08073115,12.10967251,6.092916984,56.89261234,76.56401945,39.86230637,48.7091222,11.42857143,100,2.846685645,45.57536467,35.94813614,13.64667747,42.33387358,1.283048212,20.10662605,8.073115004,0,30.15993907,17459,446
2022404,36.13445378,12.76402453,42.58460141,36.54230513,38.89541716,14.92361927,6.52173913,40.77555817,81.46718147,38.73487903,35.91229839,25.35282258,100,2.85230161,48.58051329,13.30910743,22.59822848,60.48148989,4.176008969,19.27144536,8.108108108,2.173913044,20.85781434,21435,175
2022500,12.83070426,38.59147932,66.99788846,29.92748846,9.905447996,43.71904548,0,67.71724448,67.69345423,30.22346369,63.17039106,6.606145251,95.44156006,9.310285812,45.33598311,33.66736075,14.90109318,34.72149922,2.612506321,20.6663665,9.185051779,7.609185052,42.99864926,13417,1397
2022701,8.351488744,36.16557734,68.10094408,28.00707547,8.282208589,34.35582822,0,66.99386503,64.0885984,24.19637639,63.49113579,12.31248782,99.12854031,10.65474752,51.14379085,29.65201465,16.81318681,39.37728938,0.71942446,10.67484663,18.89570552,2.699386503,36.50306749,13878,139
2022702,18.16491011,39.55362678,47.61314321,21.56862745,24.95344507,31.84357542,6.145251397,56.98324022,71.72969622,34.33420366,42.75456919,22.91122715,100,11.30363036,54.5567266,15.12709237,5.331680099,55.1766894,2.994483846,8.379888268,4.469273743,5.40037244,21.60148976,18175,194
2022703,23.902133,30.23839398,66.87578419,29.11153119,29.92424242,35.41666667,6.060606061,51.13636364,84.56712673,25.68930733,68.86348352,5.447209146,100,5.803571429,47.92973651,9.159347553,15.11919699,49.81179423,6.548933039,23.10606061,23.86363636,0.378787879,35.79545455,18637,44
2022800,27.88586252,16.5693904,40.33722438,24.00564839,27.71787961,20.21563342,14.69002695,43.53099731,78.7613489,37.16049383,30.5643739,32.27513228,99.43255512,3.494347379,44.01750973,20.72395239,11.07125387,54.5573129,4.623567921,21.69811321,7.412398922,4.941599281,21.56334232,18195,138
2022901,9.890922537,28.71140691,66.94398225,30.45173871,11.6532721,31.45809415,7.634902411,58.72560276,69.01460529,31.25502816,60.3378922,8.407079646,99.64873359,6.958301356,45.64614531,36.01113173,14.19294991,33.95176252,1.567554118,9.931113663,10.16073479,10.61997704,34.15614237,12780,170
2022902,17.98389502,35.5502535,67.64091858,18.27527127,14.27115189,34.45463812,0,68.29765545,68.89352818,33.06503542,61.97681906,4.958145525,99.28422308,9.211106214,40.67998807,46.9810754,15.5602283,28.47702013,1.15942029,5.912334353,9.174311927,17.94087666,56.67686035,11456,206
2023000,26.26230549,8.891711655,75.83359797,37.90087464,26.88588008,9.18762089,3.868471954,77.56286267,78.78691648,30.3470255,58.25070822,11.40226629,100,3.733905579,40.04445856,27.85011115,17.56113052,45.18894887,5.493562232,23.79110252,7.930367505,4.15860735,33.5589942,16567,157
2023100,13.10140637,67.87564767,39.82235381,29.24855491,18.48101266,66.07594937,0,40,75.35159141,49.64200477,30.07159905,20.28639618,91.9319023,10.51587302,43.81939304,40.01610306,15.86151369,31.64251208,1.917808219,7.848101266,8.607594937,7.088607595,32.15189873,13459,84
2023200,32.75667544,10.60549079,63.18164724,35.22988506,40.84848485,10.66666667,5.454545455,57.93939394,74.01278676,25.33013205,55.98239296,18.68747499,99.96239188,2.721088435,44.03911245,23.58916479,17.53197893,55.30474041,4.45286594,25.57575758,3.03030303,3.03030303,12.24242424,19292,173
2023301,4.782122905,41.72067039,60.29050279,25.8776329,5.910652921,41.51202749,1.443298969,59.72508591,70.32402235,28.91028652,57.79708784,13.29262565,100,15.93758707,54.88268156,26.1452514,19.86592179,36.44692737,1.298350014,12.9209622,16.97594502,15.94501718,44.39862543,14704,235
2023302,18.67730143,29.17912928,73.81189764,24.72256474,19.75051975,25.25987526,0,75.77962578,74.87537388,25.32720198,72.69189954,1.980898479,99.70089731,10.22026432,44.63276836,42.96666667,11.5,36.26666667,1.78041543,11.85031185,12.26611227,15.07276507,50.1039501,12278,82
2023501,8.885714286,21.4,79.51428571,22.42424242,7.907425265,32.88331726,2.025072324,70.0096432,59.65714286,23.48972708,74.08770316,2.422569764,100,11.80053293,52.17142857,30.2,7.342857143,57.45714286,3.517215846,17.64705882,14.3683703,8.196721312,40.50144648,17624,274
2023502,13.5954136,22.91154791,74.07862408,30.33419023,18.20950061,24.29963459,4.080389769,71.80267966,67.32186732,23.10057093,70.55335968,6.34606939,99.22194922,5.793386311,43.48894349,39.12505159,11.61782914,39.4552208,0.302267003,29.9634592,17.41778319,10.23142509,48.84287454,12181,291
2023600,29.91706161,18.83886256,56.04265403,24.30795848,37.3970346,14.33278419,2.471169687,52.05930807,73.51895735,38.98611949,46.46952324,14.54435727,99.17061611,2.008310249,53.37677725,24.61170848,9.498207885,54.30107527,2.684101858,22.73476112,6.425041186,3.459637562,24.05271829,17502,115
2023702,15.17690875,13.68715084,80.26070764,10.54421769,22.32415902,20.18348624,0,67.58409786,77.46741155,26.88588008,73.11411992,0,100,15.33816425,44.69273743,49.62756052,26.81564246,16.20111732,0,17.73700306,20.48929664,3.058103976,66.36085627,7928,194
2023703,9.917355372,30.93875821,73.78681924,28.07646356,11.22923588,33.95348837,0,71.76079734,77.98262344,34.25645799,64.11449849,1.629043519,96.88493325,9.390096618,43.35664336,40.72615923,9.011373578,31.43044619,2.342606149,9.568106312,11.56146179,11.36212625,45.44850498,11670,208
2023704,12.6911315,33.40978593,72.01834862,23.09090909,11.73184358,39.26576217,0,64.64485235,74.872579,31.6568874,66.33137748,2.011735122,99.33741081,18.7217784,51.91131499,43.66341714,17.85531042,34.32529502,1.125511596,11.65203512,14.28571429,13.48762969,55.54668795,10928,229
2023800,28.98264984,17.62618297,60.05520505,32.79832519,34.96240602,18.04511278,1.002506266,55.38847118,91.7192429,49.05745063,42.63913824,8.303411131,100,5.913410771,43.69085174,28.19400631,9.660883281,50.43375394,6.234161176,21.679198,5.639097744,7.393483709,21.92982456,17955,196
2023900,6.591659533,30.43903632,69.51204598,19.18377322,8.960131525,34.48417592,2.794903411,62.9675298,73.73119726,28.76182287,60.63341932,10.60475781,98.69145163,14.34086084,40.22257552,49.244114,15.56381661,26.70384139,0.258445634,17.34484176,16.85162351,14.42663379,57.8298397,10576,1020
2024000,15.20380095,24.08102026,68.96724181,26.94791218,18.54961832,20.61068702,0,70.15267176,88.82220555,38.93617021,57.18085106,3.882978723,99.29982496,7.436332767,49.96249062,21.93402166,14.1526064,55.14983631,6.86402082,13.58778626,11.3740458,8.167938931,39.46564886,18737,407
2024100,12.96005033,30.21390374,69.1569676,27.05882353,11.80257511,30.63304721,2.896995708,69.09871245,75.16514627,29.62764053,63.4443251,6.928034372,97.71940862,16.33484163,47.27901856,42.99050378,17.86576533,30.80637373,1.459531181,11.21244635,15.45064378,17.86480687,53.05793991,12071,661
2024300,15.54645317,30.9625768,70.21038913,29.33491687,12.4497992,33.13253012,0,69.32730924,80.37609384,31.25869954,63.96897992,4.772320541,99.96276299,16.8169632,52.63451871,36.71074688,11.49189793,35.38834047,1.692087703,13.80522088,20.73293173,10.69277108,45.2309237,13148,214
2024400,53.75399361,4.273162939,47.24440895,31.25,59.57972806,5.686032138,7.16934487,38.44252163,93.73003195,50.16694491,35.89315526,13.93989983,100,2,48.04313099,11.38178914,1.677316294,83.34664537,12.39337682,30.90234858,8.776266996,0,7.416563659,27270,25
2024501,11.45812209,31.04846887,71.06063679,21.70393215,12.82225237,32.8358209,0,70.89552239,71.48651389,28.06942361,66.91664881,5.013927577,99.81748124,15.52587646,47.11011965,25.70093458,30.658269,26.65583096,2.159827214,14.38263229,12.68656716,17.77476255,59.43012212,11647,133
2024502,12.31351592,33.44466711,73.61389446,33.82765531,9.625668449,35.56149733,0,71.74688057,72.30015587,19.55177743,74.11128284,6.336939722,96.86038744,14.73922903,53.46248052,42.09195402,15.28735632,32.45977012,2.10031348,2.941176471,5.614973262,16.75579323,50.8912656,10869,117
2024600,46.97986577,1.294343241,26.12655801,32.33333333,54.41595442,1.709401709,20.7977208,27.35042735,90.31639501,32.55578093,21.90669371,45.53752536,100,1.393534002,53.73921381,0.431447747,4.170661553,88.9261745,10.7580825,33.76068376,0.712250712,3.703703704,3.703703704,29201,20
2024700,6.755373593,45.64994882,50.10235415,31.9245283,5.92823713,52.88611545,2.964118565,42.74570983,59.97952917,35.78034682,48.95953757,15.26011561,100,8.869908016,59.05834186,22.41555783,5.783009212,61.56601842,3.08804205,15.28861154,2.808112325,0,18.72074883,20540,22
2024800,52.83937263,5.624661979,26.66306111,22.7984685,59.91735537,3.223140496,15.45454546,25.8677686,83.28826393,39.35119887,23.89280677,36.75599436,89.67009194,3.565743394,51.78474851,8.413751508,4.945717732,79.97587455,8.914358485,29.00826446,3.966942149,3.636363636,6.94214876,29278,104
2024900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2025000,62.31176231,0.203500204,31.82743183,29.35294118,77.31182796,0,5.483870968,18.60215054,77.6963777,35.38461539,30.28571429,34.32967033,99.91859992,3.555555556,39.64183964,15.68228106,11.6496945,61.46639511,6.874695271,44.62365591,2.258064516,3.440860215,10,22085,26
2025100,9.615384615,31.61145424,66.0443571,26.41312842,10.93098657,35.43307087,3.381194998,65.72487263,65.1459854,28.09379728,58.81996974,13.08623298,99.32622122,11.12342942,54.61819203,31.64217072,16.91633691,34.00226116,2.013788099,12.5984252,10.56044465,11.99629458,32.65400648,13087,446
2025200,58.32410484,8.748615725,28.57142857,28.71853547,65.50169109,6.538895152,5.749718151,29.08680947,92.02657807,46.74897119,19.13580247,34.11522634,100,3.707365299,45.03506829,21.88999631,9.15466962,59.39461056,6.596558317,32.24351748,8.906426156,1.014656144,9.9210823,20672,29
2025300,6.928016222,20.96992227,72.62588712,28.64378165,10.74249605,23.53870458,5.213270142,69.51026856,75.21122001,25.70416298,66.58990257,7.705934455,99.67894559,10.70294785,49.62825279,31.71724021,20.37633497,28.8184438,1.650165017,16.74565561,14.32332807,9.373354397,38.283307,12441,619
2025400,75.60156687,3.133743705,18.46670397,33.24450366,76.47058824,5.764705882,6.470588235,14.70588235,90.48684947,61.92149971,11.42355009,26.65495021,99.94404029,2.806122449,47.1740347,14.16573348,6.662933931,74.07614782,13.39285714,37.17647059,4.117647059,5.647058824,9.294117647,34137,42
2025500,4.251576015,18.79489811,77.92112594,36.67601683,6.898192198,24.59562322,3.092293054,72.97811608,69.54991937,27.64292558,70.71223251,1.644841904,99.47221815,12.30569948,50.56443337,36.62490789,14.50257922,31.37803979,1.194194378,21.26546147,19.1246432,13.36822074,49.85727878,13530,211
2025600,41.99308756,14.86175115,48.67511521,29.88705474,49.67948718,9.935897436,10.09615385,41.02564103,91.01382489,46.61473937,34.45176753,18.93349311,94.47004608,10.35525321,54.37788018,4.695121951,4.695121951,67.86585366,8.5572843,25.48076923,1.923076923,4.967948718,10.25641026,22515,34
2025700,11.00775194,30.02583979,70.85271318,25.89350839,8.75,35.78125,0,66.09375,71.26614987,31.28702208,67.52827141,1.184706516,100,11.68667088,50.69767442,27.23514212,6.253229974,56.89922481,2.33702337,25.3125,19.0625,1.25,30,19148,24
2026100,13.82941383,51.5970516,37.76763777,18.1147541,11.78546224,58.29216655,3.740296401,32.53352152,95.08599509,61.95494186,32.48546512,5.559593023,95.26149526,4.316271963,61.81116181,8.548268239,5.15843773,82.82977156,12.95317221,32.46294989,4.798870854,1.411432604,3.31686662,39546,18
2026300,15.72454716,19.1755153,70.50281074,33.65774534,20.21276596,22.57169288,6.660499538,65.17113784,69.62835728,26.35101221,63.17550611,10.47348168,93.2854466,9.221902017,39.17863835,41.1449615,13.5252762,35.10210914,2.004454343,22.15541166,17.7613321,12.02590194,49.35245143,11921,502
2026400,63.07023896,5.1955105,37.69007965,37.93576723,66.96712619,6.733828208,0,36.00212089,97.91817524,56.09478673,26.67298578,17.23222749,100,6.331168831,46.65097755,15.49601738,11.11513396,69.82259232,7.966843196,29.26829268,2.969247084,1.696712619,8.907741251,24301,106
2026500,12.71347249,16.80046709,72.58794337,30.54442611,14.34846267,17.22791606,6.5397755,70.81503172,67.42081448,20.42231327,67.22344784,12.35423889,95.76704131,10.72023699,51.55451759,30.34598384,20.28654169,33.5771986,1.889908257,19.22889214,14.49487555,4.294777941,47.6329917,13187,536
2026601,56.39826261,2.539258269,38.79051119,34.84201537,66.48394675,4.855129209,2.740798747,26.46828504,92.21516873,63.74913853,24.50034459,11.75051689,100,9.758812616,59.07116605,12.52923488,4.777814901,74.40694955,9.871559633,38.76272514,9.162098669,3.132341425,9.31871574,29682,156
2026602,66.33029303,4.715699593,45.7597516,29.69649398,67.22338205,7.223382046,2.004175365,40.70981211,92.08228217,53.41307486,35.7393277,10.84759744,99.96118766,6.096103275,52.43547448,17.31702582,4.329256455,66.10366919,12.11187485,29.72860125,8.058455115,1.043841336,12.27557411,29902,76
2026701,14.37464629,7.159026599,77.9286927,28.79413113,16.13394216,10.57838661,12.10045662,73.82039574,70.54329372,13.30834114,74.44548579,12.24617307,100,9.500563275,49.91511036,28.77758913,18.08149406,42.27504245,4.065647147,21.08066971,10.80669711,1.369863014,35.23592085,18050,116
2026702,17.84918867,20.71269488,72.3830735,30.43712898,17.91363831,27.36212056,2.77896537,66.56690894,74.61024499,25.31021588,66.92163862,7.768145504,98.79096405,12.40532242,50,41.49758454,8.84057971,38.77616747,1.940962394,16.75929885,9.576742198,10.77383497,33.8606242,15445,101
2026900,9.038344492,20.81558125,72.00243457,17.75969363,11.25730994,23.90350877,4.678362573,65.93567252,81.89287888,26.82689185,66.93731731,6.235790841,99.51308582,16.10687023,56.69506999,25.74923547,20.85626911,39.48012232,3.536121673,15.78947368,9.868421053,4.824561404,27.11988304,16692,97
2027300,17.23525682,18.88395688,75.64996829,24.98543972,19.56087824,22.11576846,2.275449102,65.62874252,78.4527584,27.66068857,62.91399398,9.42531745,96.88015219,7.556553826,51.13506658,21.41641576,15.89213248,51.90469957,2.353846154,22.83433134,10.97804391,8.103792415,37.24550898,16335,130
2027401,92.71978022,0,12.26452119,40.8822703,95.80838323,0,1.850843767,7.403375068,97.17425432,74.74269247,7.451626184,17.80568135,100,6.792009401,52.74725275,8.751962323,4.454474097,76.98194663,8.358346802,39.84757757,0.816548721,2.286336418,8.600979859,28475,71
