"BoroCT2010","ACS_p_white","ACS_p_black","ACS_p_hispanic","ACS_p_edu_grad_HS","ACS_p_household_white","ACS_p_household_black","ACS_p_household_asian","ACS_p_household_hispanic","ACS_p_US_citizen","ACS_p_home_lang_english","ACS_p_home_lang_spanish","ACS_p_home_lang_other","ACS_p_pop_poverty","ACS_p_unemployed","ACS_p_civilian_labor_force","ACS_p_poverty_under100","ACS_p_poverty_100to149","ACS_p_poverty_200over","ACS_p_income_indv_75000ormore","ACS_p_house_social_security","ACS_p_house_supplemental_security","ACS_p_house_public_assistance","ACS_p_house_SNAP","ACS_avg_per_capita_income","stops"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
1000201,21.22186495,6.145051804,50.76813148,24.22293676,29.60725076,4.833836858,35.04531722,52.4672709,77.99214005,15.99407627,45.53868937,38.46723436,99.74991068,5.964301263,41.05037513,41.33237822,14.21919771,30.47994269,1.418744626,28.49949648,20.24169184,8.559919436,38.36858006,11770,207
1000202,46.57736266,16.23448445,44.46356151,26.10218049,48.96694215,14.69893743,23.76033058,36.74734357,91.43418951,47.38409738,30.12173012,22.49417249,99.47154971,8.148041888,40.94875261,26.00691871,12.82431431,48.2332592,8.213523132,41.02715466,18.18181818,6.198347107,33.73671783,21238,276
1000600,8.99197639,7.673153186,21.32251222,24.74502805,10.83769634,5.209424084,63.92670157,22.7486911,79.35995573,18.28528073,19.85963581,61.85508346,97.97104123,4.511436703,43.15226413,38.47312435,16.3795538,31.20587405,2.592823066,34.5026178,16.78010471,4.554973822,30.34031414,14799,652
1000700,72.35462345,1.795360661,3.574833175,2.905167047,70.20089286,2.064732143,23.71651786,2.9296875,79.48840165,71.7519685,3.608923885,24.63910761,99.98411185,4.476618406,81.680966,9.597965994,2.606070237,84.79262673,46.81311366,2.9296875,0,0,0,101041,58
1000800,9.991126886,0.878438332,2.573203194,21.58281645,17.38925542,0.565504241,77.12064091,4.264844486,69.66282165,14.68674475,1.412902026,83.90035323,100,4.283759604,47.13398403,32.7595386,14.4809228,44.9068323,4.054478785,29.47690858,7.610744581,2.709707823,22.99717248,16986,267
1000900,78.46655791,10.60358891,14.02936379,9.898989899,83.58778626,3.435114504,8.778625954,5.72519084,85.31810767,75.21222411,9.847198642,14.94057725,99.34747145,8.199643494,79.44535073,14.12151067,0,83.25123153,36.61971831,2.290076336,0,0,0,92940,391
1001001,83.25358852,0.956937799,18.06220096,16.31445478,88.14016173,0.673854447,2.69541779,14.01617251,95.6937799,55.37564767,14.11917098,30.50518135,100,3.515625,41.02870813,6.339712919,1.495215311,87.5,27.1875,38.4097035,4.986522911,1.482479784,6.469002695,53064,8
1001002,25.17894067,18.37124225,61.85780181,28.35483141,32.38262396,18.03422554,10.7064502,64.32645897,90.67917926,32.04894989,51.33123863,16.61981148,99.04564975,10.40138943,35.94719262,36.69503774,14.79042878,35.15336438,1.379180049,39.35936814,28.91619131,11.23299693,41.2461606,12411,506
1001200,68.18299302,3.204962523,28.22434738,16.09042553,70.47175306,3.377984857,14.03610949,23.52941177,92.14267253,48.85993485,24.48425624,26.6558089,98.5267511,4.437596302,49.0307573,18.28436516,13.45750262,63.32633788,12.36802413,34.76994758,6.115317414,5.416423995,17.29761211,34056,145
1001300,65.72123177,3.889789303,9.049162615,7.116968699,72.19808862,3.779322328,16.89834926,6.211989574,78.76823339,67.23568282,4.074889868,28.68942731,99.70286332,8.746846089,87.03403566,10.32240585,2.465456516,85.09888919,56.18166527,0.99913119,0,0,0.477845352,106194,1092
1001401,66.98084524,8.665247796,9.303739739,16.22340426,75.32646048,4.673539519,12.57731959,6.18556701,95.31772575,81.51484818,6.206206206,12.27894561,97.68926725,5.786618445,53.78534509,5.78898226,7.718643013,79.24058512,33.35714286,30.17182131,4.12371134,2.268041237,5.704467354,55164,47
1001402,44.184514,5.831960461,32.78418451,14.27301023,46.20689655,5.134099617,28.81226054,27.35632184,86.82042834,46.76650783,26.37848877,26.8550034,100,7.992351816,49.68698517,36.77100494,13.01482702,42.70181219,6.656580938,28.04597701,18.69731801,9.042145594,38.08429119,23189,262
1001501,58.87887103,6.174049392,6.448451588,11.90417387,56.59747962,6.338028169,31.72720534,5.930318755,90.12152097,61.92032686,5.801838611,32.27783453,94.06115249,4.529841134,55.88004704,7.959991665,7.709939571,76.2033757,24.44017914,36.91623425,5.670867309,2.112676056,8.561897702,73033,65
1001502,69.16728077,7.266028003,6.823876198,2.590944779,73.78138848,4.837518464,20.08862629,6.462333826,84.67207074,76.26781063,4.381798682,19.35039069,81.94546794,1.507064364,69.57995579,12.26618705,2.446043166,84.55035971,36.39067147,3.028064993,0,1.292466765,2.400295421,78940,146
1001600,10.16906063,0,1.067751367,17.35709698,13.86333771,0,82.58869908,1.609724047,70.96733189,19.8080166,0.933973278,79.25801012,100,4.281087171,52.5359095,29.75721368,17.40180501,46.63785433,4.745810449,33.93561104,8.738501971,2.168199737,24.21156373,22270,384
1001800,32.77711561,2.847304993,13.48165806,15.69490928,42.14261575,0.94626563,46.16424468,13.18012842,73.56641504,38.17713976,8.559046587,53.26381365,97.31161436,4.837278107,56.41636869,24.89112684,16.56232989,49.02014154,13.64840989,17.84386617,6.691449814,3.244339304,24.09597837,29957,683
1002000,20.35692052,13.34301722,68.85245902,29.32235592,25.56053812,17.26457399,14.18161435,67.37668161,88.40008301,30.32642259,50.90427878,18.76929863,100,2.107668867,30.54575638,41.83440548,24.15438888,21.39448018,0.954534037,41.70403587,28.867713,10.98654709,56.16591928,10775,418
1002100,79.15738303,3.585173182,4.577678752,2.403058438,83.88888889,2.268518519,11.89814815,4.212962963,88.08993316,77.65312991,3.208436168,19.13843392,97.22503545,3.506620893,68.36135305,1.229166667,4.791666667,93.16666667,57.28838225,5.694444444,0,0.740740741,1.111111111,159946,186
1002201,27.97546012,12.85276074,36.7791411,24.375645,35.55970149,17.57462687,22.35074627,38.50746269,88.32822086,35.70054505,31.83712728,32.46232767,99.90797546,6.263345196,51.22699387,19.64998465,8.658274486,59.30303961,5.986657303,27.3880597,8.880597015,5.335820896,18.32089552,25471,335
1002202,63.76274328,7.367933272,15.89434662,5.39067232,78.0638517,2.574665294,10.09268795,15.03604531,90.639481,68.27386692,12.72902604,18.99710704,99.25857275,2.27158001,76.5523633,16.0130719,4.62184874,72.36227825,28.4,7.826982492,1.647785788,0,4.016477858,79477,135
1002400,23.66863905,20.41420118,57.10059172,22.76400112,28.13873962,18.75915975,16.31656082,55.25158769,84.80029586,34.78766725,43.49427962,21.71805313,100,6.674107143,36.29807692,33.70931953,17.67751479,39.03476331,6.786734022,40.64484612,25.40302882,10.84513923,35.75964827,18902,662
1002500,13.38833677,12.13200825,37.08981811,21.70632618,16.48471616,17.41266376,39.62882096,37.55458515,84.60528783,26.4229249,33.30039526,40.27667984,99.30620664,5.934579439,33.86461654,52.83232628,15.20015106,25.81193354,1.856520743,44.92358079,23.9628821,9.716157205,43.94104804,11247,249
1002601,42.11512718,16.65327979,42.1686747,16.22807018,48.21428571,13.87362637,15.59065934,40.38461539,87.36278447,42.99221357,37.48609566,19.52169077,99.91967872,6.454518163,52.47657296,31.00214362,8.386923901,50.96463023,11.18323989,14.28571429,14.14835165,3.502747253,29.94505495,33109,300
1002602,58.87245841,4.921441775,13.21626617,8.557692308,62.3280943,8.742632613,16.79764244,10.21611002,86.25231054,65.90047393,11.20853081,22.89099526,100,4.486029223,59.72735675,17.00554529,15.96580407,57.50924214,23.03045558,20.53045187,5.058939096,3.683693517,24.11591356,45411,221
1002700,19.19275124,0,3.706754531,20.59123344,26.62942272,0,71.50837989,1.862197393,81.38385503,30.54852321,1.181434599,68.27004219,100,0.27100271,52.1416804,17.05107084,20.59308073,61.36738056,16.16982837,45.81005587,5.959031657,5.772811918,10.05586592,34373,31
1002800,51.92443254,12.63217257,41.08275765,18.34947839,62.57419556,13.49578257,7.091533896,31.11527648,89.15832511,58.90270666,27.63716167,13.46013168,99.71803186,5.434434114,50.35950938,24.58645554,10.4623215,56.62378057,8.77605391,27.80381131,12.40237426,6.091846298,24.55482662,26668,550
1002900,9.328849247,10.10381635,8.787834479,30.92331171,10.66192803,0,88.76055087,0,74.25062144,21.80826897,9.844010298,68.34772073,79.26597456,2.545276554,38.48515865,23.70411363,19.60892824,48.25677919,3.864656831,35.67303421,10.17325633,1.155042204,27.01021768,17377,328
1003001,58.33518313,1.243063263,20.59933407,11.92297547,65.83369237,1.421800948,23.52434296,19.51744938,74.27302997,50.70231083,18.96239239,30.33529678,99.93340733,6.644905572,80.91009989,10.03998223,10.81741448,70.76854731,15.48146421,9.306333477,6.63507109,1.766479966,10.64196467,45198,189
1003002,61.05402718,6.993702353,24.79284057,15.64516129,67.3480663,6.629834254,13.75690608,20.66298343,91.7136228,60.48133938,18.80013952,20.7185211,100,5.157278713,64.30228704,18.06430229,11.46834604,65.32979781,16.86046512,23.31491713,6.464088398,3.922651934,14.80662983,41020,83
1003100,68.83738043,2.796173657,6.659308315,7.450331126,67.07132018,1.972685888,29.28679818,10.01517451,94.44444444,69.14854405,4.533726502,26.31772945,50.25754231,4.557243424,68.02796174,7.75988287,6.368960469,78.91654466,16.82104483,14.41578149,0,2.579666161,4.855842185,46668,272
1003200,72.74698795,5.831325301,11.55421687,14.421391,78.02174377,4.455340013,10.38158175,12.59859305,84.79518072,64.10350299,8.580495545,27.31600147,97,4.101712241,69.14457831,14.75593094,5.713575953,72.38852317,18.10631229,15.60434875,3.069707951,1.620123641,7.525047964,44730,375
1003300,84.23539519,1.610824742,2.018900344,2.309859155,83.58974359,2.610722611,10.3962704,1.258741259,89.17525773,81.13163972,0.993071594,17.87528868,100,3.298701299,63.12285223,6.937285223,5.068728522,86.6838488,52.24226804,10.81585082,0.512820513,0,0.745920746,159966,418
1003400,73.00595238,4.077380952,12.85714286,8.849388379,77.67320261,3.68627451,12.94117647,9.882352941,83.67559524,68.98724451,11.14184724,19.87090825,100,3.948428687,70.98214286,16.68154762,6.860119048,68.24404762,23.39265673,10.03921569,3.607843137,0.366013072,6.849673203,55525,266
1003601,39.64019851,9.739454094,30.24193548,21.97496523,44.73314607,10.32303371,23.94662921,26.05337079,81.48263027,49.56550802,23.8302139,26.60427808,100,9.264705882,52.51240695,34.73945409,10.17369727,46.65012407,17.63636364,18.82022472,14.25561798,3.721910112,23.1741573,46026,372
1003602,58.99780541,17.4835406,14.92318947,16.04827895,70.39321511,11.64225135,8.32690825,9.406322282,89.24652524,71.53905646,12.95436968,15.50657386,97.25676664,12.47987118,62.36283833,31.5532155,5.26513727,58.51823994,21.25199362,14.64919044,3.777949113,3.161141095,13.95528142,43797,300
1003700,87.28476821,1.810154525,6.666666667,9.428223844,91.48760331,0.330578512,6.280991736,6.52892562,90.94922737,81.26696833,4.43438914,14.29864253,93.02428256,6.627963232,70.6401766,10.82107262,4.698623636,79.40199336,32.14285714,15.53719008,1.818181818,1.074380165,6.033057851,66718,72
1003800,70.59717191,6.24050485,10.58782284,15.72745128,79.6648273,2.697731453,15.10320867,10.23911711,87.44887227,68.41796646,8.349947227,23.23208631,95.94484048,4.285020636,67.21982003,18.92813642,9.451887942,67.16199756,22.76964048,17.84181484,2.125485387,1.716738197,9.564684243,50248,468
1003900,76.51035066,6.210392902,7.752429235,11.22615804,84.43877551,8.801020408,4.804421769,6.972789116,88.21292776,76.15188701,4.237091919,19.61102107,100,7.389033943,60.30840727,5.344317702,5.640050697,81.60118293,37.73536239,15.51870748,4.549319728,2.210884354,9.183673469,104070,35
1004000,76.4547595,2.421796166,8.252046194,5.715793176,80,2.059973924,11.65580183,7.848761408,86.83708936,74.50131084,5.824689388,19.67399977,79.73988115,3.357681433,67.9672609,11.02362205,6.285151856,78.72609674,28.53440151,10.66492829,3.572359844,1.12125163,6.414602347,51888,411
1004100,29.00409999,1.071286867,4.787726491,15.12895024,33.3745747,0.866068667,63.3776678,2.257964739,77.07975136,39.87764182,2.919911012,57.20244716,93.65163338,2.628062361,52.20208967,28.28696512,19.95480864,47.6768818,12.84444444,27.77605939,10.73306526,2.845654191,20.9093721,33212,179
1004200,67.9971658,3.306565895,4.440245631,4.704359085,78.05642633,3.510971787,14.4200627,5.329153605,92.04062352,74.9759384,4.186717998,20.8373436,67.52479924,1.85827552,57.60510156,9.408884225,8.254634488,79.88807275,27.96963017,10.78369906,0.438871473,2.946708464,4.890282132,64699,298
1004300,60.54316626,0.68447781,11.37116361,10.00265322,68.55524079,1.173613922,18.04937272,11.16956698,87.811879,62.31688078,13.8156412,23.86747803,100,6.553512494,72.13512917,23.29432546,4.747184809,65.44491058,28.2424812,13.03116147,2.549575071,0.283286119,10.31970862,68136,315
1004400,72.76474687,5.068509057,6.049698096,8.051604881,79.97281937,5.658512478,11.00815419,4.027674821,89.53204831,79.57733867,4.948958271,15.47370306,100,5.155685205,60.36925221,11.3678588,6.003251277,77.47909893,29.71302428,27.05707932,2.34741784,1.742031134,4.447739066,57575,102
1004500,85.50724638,0.120772947,5.193236715,8.402203857,86.63697105,0,10.69042316,6.904231626,89.25120773,71.30102041,5.484693878,23.21428571,100,2.755905512,77.41545894,8.695652174,3.381642512,85.50724638,38.35078534,12.91759466,0,0,8.68596882,143298,338
1004700,92.38601151,0.708277999,7.79105799,4.517453799,93.78442172,0,1.494885917,6.136900079,88.13634352,72.93198529,7.582720588,19.48529412,100,2.489431658,69.98671979,9.119079239,3.541389996,86.10004427,40.25364021,27.30133753,2.360346184,1.573564123,5.979543666,102185,155
1004800,75.84827382,4.311749889,6.712105497,7.600817692,80.61773874,1.926891471,14.28166619,5.157268348,88.04267299,76.44716692,5.099540582,18.4532925,95.0807527,5.635148042,69.52141058,11.14227832,2.742714664,82.31260714,33.57176919,17.11533012,0.538396146,0.340039671,2.550297535,72670,274
1004900,86.55369718,5.215669014,6.029929578,5.623342175,89.08954101,5.003762227,3.386004515,2.483069977,90.55897887,80.00906618,5.054397099,14.93653672,100,3.009640254,73.78961268,6.227992958,4.863556338,87.43397887,39.47801552,18.20917983,2.144469526,0.639578631,1.805869075,111238,334
1005000,86.73110721,0.755711775,4.305799649,5.915789474,90.56890782,0.517188926,7.636142379,5.080620627,91.58172232,80.38674033,3.867403315,15.74585635,98.59402461,9.038901602,68.80492091,6.720142603,2.620320856,88.55614973,45.69031274,19.07514451,0.395497414,1.003954974,1.277760876,94745,84
1005200,80.68435408,0.371931565,6.843540789,3.122398002,81.81818182,0.624566273,7.841776544,5.829285219,91.86709645,76.16473617,8.494208494,15.34105534,70.56781552,4.30372807,57.5750062,4.954321855,2.670414617,89.56430077,32.28797382,17.34906315,0,0,1.249132547,110534,206
1005400,79.33787274,1.737497065,8.030054003,4.506560183,85.86251621,0,7.782101167,7.652399481,94.76402912,77.52725471,6.665014866,15.80773043,96.38412773,4.638903532,68.13806058,7.527405603,0,87.21071864,51.44965735,13.27280588,1.340250757,0,1.815823606,132887,207
1005501,80.75323475,1.894639556,2.356746765,9.228971963,84.28504011,1.462954224,10.94856064,3.633789523,84.24214418,69.66731898,4.085127202,26.24755382,96.6728281,3.901170351,65.13401109,3.656787763,3.489483748,82.95889101,37.39921977,21.80273714,0.519112789,0,0,74434,58
1005502,77.69423559,5.964912281,2.155388471,2.753977968,83.90476191,0.761904762,13.14285714,1.333333333,83.80952381,75.67991632,1.307531381,23.0125523,99.54887218,1.802293829,71.92982456,11.68177241,2.416918429,82.98086606,36.97433097,8.571428571,1.047619048,0,3.619047619,92164,376
1005600,67.73605541,9.041195771,15.74917973,5.131578947,71.94758785,5.896366885,14.88981537,12.15008934,90.41195771,71.00545596,14.34138737,14.65315666,99.70834852,5.609362389,73.42325921,12.54113346,0.585009141,84.42413163,50.84745763,6.432400238,3.097081596,1.60810006,10.30375223,147465,202
1005700,89.55870764,1.418439716,2.876280536,3.120567376,92.52396166,1.725239617,5.047923323,1.533546326,93.892829,88.90728477,1.779801325,9.312913907,100,2.364574377,70.33096927,3.191489362,0.669818755,92.75019701,58.6844368,27.5399361,0,0,1.78913738,139891,163
1005800,70.26941363,2.408874802,6.434231379,6.724267468,73.62691737,3.018307768,22.81048986,5.343889164,79.17591125,66.15037109,8.099386899,25.75024201,100,4.060746121,78.85895404,12.61489699,6.529318542,75.08716323,50.97391879,4.354280059,0,0,0,148547,144
1005900,83.37840274,1.928970615,9.140075717,4.812563323,89.47895792,0.701402806,8.483633935,8.283233133,90.60753561,81.88622755,3.77994012,14.33383234,84.40598522,2.30218611,55.70578691,11.19179838,2.819307988,84.08799658,35.70190641,24.68269873,0,0,0.46760187,84630,107
1006000,75.29121864,5.846774194,6.339605735,9.15701589,87.27272727,3.16017316,7.662337662,3.463203463,92.29390681,80.9073724,4.206049149,14.88657845,100,5.853405853,49.30555556,6.563620072,6.272401434,84.31899642,39.28112965,47.01298701,1.298701299,3.03030303,3.506493507,79352,13
1006100,76.66603017,2.119534084,8.000763796,2.8253682,85.76642336,0.593065693,8.25729927,4.425182482,90.58621348,76.74642995,4.708606716,18.54496334,70.47928203,3.236563358,61.39010884,13.68192902,3.549173666,81.60390138,38.09057048,19.29744526,0.593065693,0,0.593065693,80899,363
1006200,55.68773234,8.550185874,12.91201983,12.03773585,68.02773498,1.694915254,20.33898305,14.17565485,72.98636927,49.19043948,11.56515035,39.24441018,76.25774473,2.234787291,39.80173482,31.16672083,4.484887878,62.39844004,16.26538256,16.71802774,4.545454546,0.693374422,2.850539291,29862,36
1006300,87.11266487,0.333704116,5.243921818,2.921391505,91.47869674,0.529100529,3.842940685,3.926482874,93.8344192,79.34745473,3.006491288,17.64605398,99.33259177,2.543435429,68.61592245,7.166853304,2.383618621,86.32218845,52.82344532,17.82233361,0,0.640490114,2.645502646,139475,71
1006400,82.29180371,1.947112222,9.98552822,6.629332526,85.70510073,1.264466352,8.572653236,6.836690956,93.42191817,76.8663718,7.840772015,15.29285619,99.23694251,5.934308584,73.10880147,9.757390959,5.130584648,83.73326263,36.57190174,18.98842692,0.857265324,0.55722246,4.050578654,88480,56
1006500,83.62531789,2.204012433,6.49901102,7.947019868,85.0310559,4.285714286,4.875776398,4.720496894,89.30488839,75.95375723,3.583815029,20.46242775,80.84204578,4.483225515,63.63379486,8.318769661,7.077944775,80.12932541,24.23649767,16.52173913,0,0,2.080745342,56682,479
1006600,66.598778,5.271815761,26.33557888,12.72646438,69.43471736,5.486076372,10.4052026,21.32733033,89.87153376,61.16310695,22.70218383,16.13470922,94.78301739,6.948949974,65.00078333,15.02479339,8.198347107,69.28099174,28.25123573,23.01150575,6.419876605,2.217775554,9.821577455,51587,223
1006700,87.44211891,1.111316911,5.630672347,7.291895454,88.68087558,1.670506912,5.47235023,5.443548387,88.25708465,76.4400815,2.593072791,20.96684571,100,4.231974922,77.84774958,8.038525653,5.982589368,83.90442675,38.3775351,12.64400922,1.555299539,0,4.320276498,83581,779
1006800,80.17756531,5.992829093,6.453815947,7.853518641,77.47599451,6.611796982,11.27572017,7.050754458,89.14119857,83.00744073,6.073715176,10.91884409,94.60474646,7.456062489,77.75311593,10.99079589,4.584010107,80.94206822,39.60589384,14.70507545,2.880658436,3.868312757,7.846364883,82167,49
1006900,81.45480735,2.088584804,9.938782859,1.721170396,86.45920942,4.037005887,3.616484441,9.587888982,85.01980555,77.42442089,8.087946604,14.48763251,85.52394671,5.404273146,63.98991718,4.92631579,0.505263158,91.15789474,45.15728477,10.68124474,0.672834315,1.093355761,3.448275862,108836,134
1007000,81.62700609,2.468179303,4.604316547,3.467719199,83.60455655,2.664768104,11.22864117,4.251423922,91.35583841,82.26500566,4.405436014,13.32955832,100,2.029259085,74.75373547,8.024349751,2.291090205,87.79192031,42.54293108,16.5174939,2.013832384,0,1.525630594,97492,130
1007100,85.52370651,0.901388138,5.714800793,2.449505802,87.72659733,0.44576523,5.14115899,3.833580981,92.32017307,76.50173453,8.088369545,15.40989593,99.15269515,4.026583268,69.10041464,7.090909091,7.581818182,82.01818182,44.46833464,16.82020802,1.129271917,1.218424963,1.991084695,110070,184
1007200,77.03437898,2.129876143,6.111818498,3.862458785,75.73389652,1.436114044,17.3812038,5.448785639,88.77184859,75.58320373,6.137097739,18.27969853,97.12929737,2.961672474,76.1314967,8.115838398,5.565486831,83.49422,38.58864455,10.89757128,0.274551214,1.752903907,2.048574446,79385,257
1007300,89.43827783,4.204507232,4.036326943,7.548240636,91.83884298,3.254132231,4.416322314,3.615702479,93.59233098,81.87175043,3.466204506,14.66204506,100,5.99459946,75.59704003,6.239488732,2.589976455,88.3114699,48.02300503,16.3481405,1.342975207,1.291322314,4.803719008,97347,604
1007400,77.23855092,2.392344498,3.349282297,4.618226601,77.00764818,0.764818356,18.45124283,3.489483748,90.61289588,76.17141512,4.167647751,19.66093713,85.87377535,4.763050277,67.07678287,11.80684532,1.300079597,85.24807641,45.03247534,12.57170172,0,0.717017208,3.537284895,119157,438
1007500,94.30894309,1.513098464,6.684733514,3.946680606,92.75905119,1.747815231,4.702455264,9.280066583,87.51129178,82.96069664,4.000941398,13.03836197,99.52574526,8.389178456,74.05149052,7.578851827,0.839573406,87.63331064,48.97302648,21.84769039,3.162713275,5.409904286,6.117353308,114477,191
1007600,59.89963504,5.428832117,4.151459854,7.341944256,54.54545455,5.504587156,34.27856547,4.753961635,82.9379562,56.66509656,6.029203957,37.30569948,100,7.969924812,71.30474453,10.08211679,10.94890511,72.21715329,36.44110276,7.339449541,2.752293578,1.584653878,5.504587156,101702,696
1007700,85.0867679,1.861894432,4.067245119,6.096342195,86.85006878,0.880330124,5.914718019,4.236588721,92.49819234,82.53474762,5.925384053,11.53986833,100,2.994468816,78.4164859,5.820679682,4.989154013,85.05061461,46.50009537,14.30536451,2.008253095,1.127922971,1.485557084,101344,695
1007800,79.49135555,1.641192684,8.180907041,4.733817302,79.12599823,1.929902396,13.19875776,9.693877551,82.73615635,65.81345484,7.839721254,26.34682391,100,4.275729752,75.67025808,5.349536457,3.720871962,87.05838136,43.08619981,14.24134871,0.598935226,0,1.774622893,90160,66
1007900,88.72906827,0.729927007,3.821382568,3.517060368,91.18329466,0,5.568445476,5.723124517,91.56290253,77.62443439,3.936651584,18.43891403,100,3.067331671,63.54658652,5.689136969,4.658651782,87.59124088,44.51371571,20.88167053,0.618716164,0,0,118851,337
1008000,85.14376997,2.196485623,9.365015974,5.730994152,85.8076564,1.1826953,10.45751634,7.314036726,88.17891374,74.757682,7.712930501,17.5293875,99.58067093,2.387096774,66.29392971,9.183878083,1.26328454,85.44214959,45.9139785,21.31963897,0,0.373482726,0.373482726,108434,552
1008100,78.42239186,2.493638677,15.39440204,7.478413581,83.64050528,0.828328847,10.64402568,10.56119279,88.01526718,68.40812104,13.30660804,18.28527092,99.72010178,5.283890247,75.5216285,7.412605256,3.801990304,85.79994897,38.74239351,13.83309174,1.677365914,0,3.106233175,89476,478
1008200,75.94630873,9.395973154,6.979865772,3.047182176,82.54599702,1.790154152,15.66384883,9.000497265,88.75167785,69.96577296,7.501426127,22.53280091,98.73825503,4.157941968,67.3557047,6.688417618,3.072321914,81.94671017,39.06436234,17.85181502,4.574838389,3.182496271,5.469915465,96546,51
1008300,59.90491284,13.12731115,24.45853143,17.09103593,65.60209424,14.08376963,12.30366492,21.9895288,85.89540412,55.65044122,21.9185881,22.43097068,99.52456418,9.342764515,59.90491284,31.18365181,11.73036093,51.35350319,22.31063955,14.86910995,11.57068063,5.235602094,19.05759162,52030,239
1008400,47.90996785,4.887459807,4.758842444,7.098491571,44.59974587,5.082592122,48.53875477,4.320203304,67.45980707,45.91236102,3.597122302,50.49051668,100,2.535023349,71.63987138,18.97106109,2.765273312,75.24115756,41.16077385,8.259212198,0.508259212,0,4.57433291,76352,78
1008601,78.07509711,1.424255503,2.02848511,4.663774404,80.26113671,2.534562212,13.51766513,1.766513057,75.14026759,66.96349065,4.007123776,29.02938557,100,3.350160624,73.45705654,8.11394044,0,91.88605956,57.732905,7.219662058,0,1.459293395,1.459293395,92978,9
1008602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1008603,95.00959693,0.853060354,4.883770527,4.302203568,94.48105437,0,3.377265239,5.230642504,83.23736404,70.72521623,6.475937015,22.79884675,100,1.494661922,57.47494135,3.369588398,2.921731713,91.42674344,51.16333178,35.29654036,0,0,0.370675453,135225,33
1008700,83.33593141,1.995323461,13.87373344,5.421686747,82.21128949,1.475919213,12.61004661,13.28327292,87.73187841,67.35751295,13.14766839,19.49481865,100,6.061632238,78.78409977,4.676539361,6.500389712,86.54715511,46.59800777,11.60020715,0.517866391,0.414293112,1.890212325,114821,198
1008800,77.93700341,0.227014756,5.61861521,5.680094387,80.69865134,0.353747513,16.31660402,6.920185717,84.09477866,75.52878966,3.877790834,20.59341951,100,4.41470543,74.91486947,5.859818388,1.801929625,89.00397276,48.12777014,15.18903383,0.442184391,0.795931904,1.636082246,109497,88
1008900,78.63849765,6.639839034,12.94433266,4.850976362,82.68518519,4.074074074,7.716049383,12.90123457,88.21260899,78.69022869,9.182259182,12.12751213,94.88598256,6.350642301,68.39369551,13.12952819,6.538257643,77.38116275,34.84465318,18.7962963,4.691358025,3.425925926,8.487654321,84676,159
1009000,73.50352113,2.948943662,7.746478873,6.045812993,75.82872928,1.519337017,19.98158379,8.678637201,79.40140845,66.48027807,6.256611758,27.26311017,99.77992958,3.841349157,76.87793427,9.998529628,1.249816204,86.70783708,48.45409119,18.393186,2.048802947,0.506445672,0.920810313,99713,65
1009100,75.78361177,3.484486874,7.414478918,5.311778291,76.017363,2.875746066,15.13836137,4.666304938,86.69848847,71.6085747,5.727376861,22.66404844,99.80906921,2.953586498,78.79077168,12.80089272,3.491152559,81.82687709,49.57855698,10.77048291,3.608247423,0.271296799,3.147042865,100013,199
1009200,73.71104816,4.47592068,8.781869688,7.560355781,74.30426716,3.896103896,19.3877551,10.57513915,85.83569405,72.82051282,6.837606838,20.34188034,99.20679887,0.701754386,81.47308782,6.2821245,3.883495146,87.54997145,56.36998255,11.68831169,2.875695733,0.834879406,2.690166976,117331,105
1009300,73.45936913,10.39273031,14.5811573,9.076863654,82.58426966,8.736923673,3.060829136,11.21658272,93.57635262,79.30845826,11.43451144,9.25703031,100,5.260635111,60.2569459,14.85272613,5.577606016,70.61834134,30.89440551,30.91824874,3.312669508,1.724137931,5.327392484,80991,502
1009400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
1009500,76.01781171,4.039440204,5.661577608,1.092896175,72.95336788,4.248704663,16.06217617,3.730569948,88.29516539,79.64426878,4.051383399,16.30434783,56.90203562,5.758807588,62.65903308,6.875349357,1.062045836,90.16210173,25.23712737,6.321243523,0,1.03626943,1.03626943,66131,271
1009600,83.43949045,0,5.732484076,30.20134228,84.12698413,0,15.87301587,0,73.24840764,71.33757962,5.732484076,22.92993631,100,0,84.7133758,0.636942675,6.369426752,92.99363057,41.40127389,7.936507937,0,0,0,88039,327
1009700,61.67724029,15.1665345,22.40285488,14.76611884,74.12164715,6.611258028,6.384586324,21.64714771,93.14036479,73.49837662,14.40746753,12.09415584,98.94924663,11.04252401,53.72720063,22.58064516,9.997996394,61.69104388,15.52978627,42.8031734,9.444654326,4.684548546,19.0026445,36227,152
1009800,81.1954023,1.762452107,6.973180077,5.745895789,83.15270936,0.960591133,15,4.113300493,86.75862069,70.32115172,5.489637716,24.18921057,100,2.438236719,73.21072797,4.321839081,1.655172414,89.22605364,47.21459713,23.6453202,0.886699507,0.911330049,2.709359606,108340,93
1009900,62.83367557,6.776180698,9.486652977,4.653515427,72.98985168,4.918032787,15.14441842,6.869633099,89.11704312,71.58243579,7.870753935,20.54681027,92.44353183,2.345058627,76.55030801,10.21768103,4.131497112,77.78764993,48.0318258,4.761904762,4.683840749,0,3.200624512,118308,162
