1000201,2
1000202,3
1000600,3
1000700,1
1000800,3
1000900,1
1001001,1
1001002,2
1001200,3
1001300,1
1001401,1
1001402,3
1001501,1
1001502,1
1001600,3
1001800,3
1002000,2
1002100,1
1002201,2
1002202,1
1002400,2
1002500,2
1002601,2
1002602,4
1002700,3
1002800,4
1002900,3
1003001,4
1003002,1
1003100,1
1003200,1
1003300,1
1003400,4
1003601,4
1003602,1
1003700,1
1003800,1
1003900,1
1004000,1
1004100,3
1004200,1
1004300,4
1004400,1
1004500,1
1004700,1
1004800,1
1004900,1
1005000,1
1005200,1
1005400,1
1005501,1
1005502,1
1005600,1
1005700,1
1005800,1
1005900,1
1006000,1
1006100,4
1006200,3
1006300,1
1006400,1
1006500,1
1006600,4
1006700,1
1006800,1
1006900,1
1007000,1
1007100,1
1007200,1
1007300,1
1007400,1
1007500,1
1007600,1
1007700,1
1007800,1
1007900,1
1008000,1
1008100,1
1008200,1
1008300,4
1008400,1
1008601,1
1008602,3
1008603,1
1008700,1
1008800,1
1008900,4
1009000,1
1009100,1
1009200,4
1009300,1
1009400,3
1009500,1
1009600,1
1009700,4
1009800,1
1009900,1
1010000,1
1010100,1
1010200,1
1010300,1
1010400,1
1010601,1
1010602,1
1010800,1
1010900,4
1011000,1
1011100,4
1011201,1
1011202,1
1011203,1
1011300,4
1011401,1
1011402,1
1011500,4
1011600,1
1011700,4
1011800,1
1011900,4
1012000,1
1012100,1
1012200,1
1012400,1
1012500,1
1012600,1
1012700,1
1012800,1
1012900,1
1013000,1
1013100,1
1013200,1
1013300,4
1013400,1
1013500,4
1013600,1
1013700,1
1013800,1
1013900,1
1014000,1
1014200,1
1014300,3
1014401,1
1014402,1
1014500,1
1014601,1
1014602,1
1014700,1
1014801,1
1014802,1
1014900,1
1015001,1
1015002,1
1015100,4
1015200,1
1015300,1
1015400,1
1015500,1
1015601,1
1015602,2
1015700,1
1015801,1
1015802,1
1015900,1
1016001,1
1016002,1
1016100,1
1016200,2
1016300,1
1016400,2
1016500,1
1016600,2
1016700,1
1016800,2
1016900,1
1017000,2
1017100,1
1017200,2
1017300,1
1017401,2
1017402,4
1017500,1
1017700,4
1017800,2
1017900,1
1018000,2
1018100,1
1018200,2
1018300,1
1018400,2
1018500,1
1018600,2
1018700,1
1018800,2
1018900,2
1019000,4
1019100,1
1019200,2
1019300,2
1019400,2
1019500,1
1019600,2
1019701,1
1019702,1
1019800,4
1019900,1
1020000,4
1020101,1
1020102,4
1020300,1
1020500,1
1020600,4
1020701,1
1020800,4
1020901,4
1021000,4
1021100,4
1021200,4
1021303,4
1021400,1
1021500,4
1021600,4
1021703,3
1021800,4
1021900,2
1022000,4
1022102,4
1022200,4
1022301,2
1022302,2
1022400,4
1022500,2
1022600,4
1022700,4
1022800,4
1022900,2
1023000,4
1023100,4
1023200,2
1023300,4
1023400,4
1023501,4
1023502,4
1023600,4
1023700,2
1023802,1
1023900,2
1024000,4
1024100,2
1024200,2
1024301,2
1024302,2
1024500,2
1024700,2
1024900,2
1025100,2
1025300,2
1025500,4
1025700,4
1025900,4
1026100,2
1026300,2
1026500,2
1026700,3
1026900,2
1027100,2
1027300,1
1027500,1
1027700,2
1027900,2
1028100,1
1028300,2
1028500,2
1028700,2
1029100,2
1029300,2
1029500,2
1029700,4
1029900,2
1030300,4
1030700,1
1030900,2
1031100,3
1031703,1
1031704,1
1031900,3
2000200,2
2000400,2
2001600,2
2001900,2
2002000,2
2002300,2
2002400,3
2002500,2
2002701,2
2002702,2
2002800,4
2003100,2
2003300,2
2003500,2
2003700,3
2003800,2
2003900,2
2004001,4
2004100,2
2004200,2
2004300,2
2004400,2
2004600,2
2004800,2
2005001,2
2005002,2
2005100,2
2005200,2
2005300,2
2005400,2
2005600,2
2005902,2
2006000,2
2006100,4
2006200,2
2006300,2
2006400,2
2006500,2
2006700,2
2006800,2
2006900,2
2007000,2
2007100,2
2007200,2
2007300,2
2007400,2
2007500,2
2007600,2
2007700,2
2007800,2
2007900,2
2008300,2
2008400,2
2008500,2
2008600,2
2008700,2
2008900,2
2009000,2
2009200,2
2009300,2
2009600,2
2009800,2
2011000,3
2011502,2
2011700,2
2011800,1
2011900,2
2012101,2
2012102,2
2012300,2
2012500,2
2012701,2
2012901,2
2013000,4
2013100,2
2013200,4
2013300,2
2013500,2
2013800,4
2014100,2
2014300,2
2014400,2
2014500,2
2014701,2
2014702,2
2014900,2
2015100,2
2015200,4
2015300,2
2015500,2
2015700,2
2015800,1
2015900,2
2016000,1
2016100,2
2016200,4
2016300,4
2016400,1
2016500,2
2016600,3
2016700,2
2016900,2
2017100,4
2017300,2
2017500,2
2017701,2
2017702,2
2017901,2
2017902,2
2018101,2
2018102,2
2018301,2
2018302,2
2018400,4
2018500,2
2018900,2
2019300,2
2019400,2
2019500,2
2019700,2
2019900,2
2020000,2
2020100,2
2020200,3
2020400,2
2020501,2
2020502,2
2020601,2
2020900,2
2021001,4
2021002,4
2021100,2
2021200,3
2021301,2
2021302,2
2021501,2
