"V2","val"
"2003700",3
"4086300",3
"4016300",3
"1012600",2
"4085500",3
"5002700",3
"2036400",3
"3003100",3
"3085800",3
"2016200",3
"4041500",3
"1013700",2
"2022800",3
"3024200",3
"2022102",3
"4045800",3
"2021700",3
"2020900",3
"3046800",3
"3049500",1
"3011800",3
"5020801",1
"3048400",3
"3033500",3
"5014608",1
"2044200",3
"4046800",3
"4053000",3
"3088200",3
"3051900",1
"4046600",1
"5018100",1
"2044902",1
"3055100",1
"2022200",3
"5017300",3
"4026000",3
"3007500",1
"4069500",1
"3009600",3
"3023000",3
"1013000",2
"4026100",3
"2026602",3
"3057200",3
"4024900",3
"2028500",3
"3047700",1
"1001502",2
"4028100",1
"4040400",3
"2022404",3
"4116100",3
"1005000",2
"3076400",3
"3123700",3
"4055700",3
"4025900",3
"1011202",2
"5012804",1
"5014700",1
"1001300",2
"3006800",3
"1019000",1
"2034500",1
"1022102",1
"3013700",1
"2039200",3
"2011700",3
"4004300",3
"3037500",3
"3118202",3
"3112000",3
"5000900",1
"3042100",3
"4117100",3
"3035602",3
"2012101",3
"3100600",3
"4055200",3
"2021900",3
"2042800",3
"4074100",1
"3016300",1
"3059200",3
"4008500",3
"4011000",3
"3122000",3
"3010100",3
"4028200",3
"3011000",3
"3010200",3
"3043900",3
"1016700",2
"3098200",3
"4013400",1
"3013000",3
"3000100",1
"4086500",3
"4036300",3
"3032700",3
"3117800",3
"1025100",3
"2028300",3
"3053000",3
"3027300",3
"1015400",1
"2009200",3
"4056500",3
"3034700",3
"4030902",3
"4015801",3
"4050201",1
"1015500",2
"3087401",3
"4009700",1
"3020500",1
"3052600",3
"1005400",2
"2014300",3
"4120100",3
"4002600",3
"4012800",3
"3032300",3
"4045200",3
"4120500",3
"3030900",3
"1004400",1
"5008100",3
"2042200",3
"5017010",1
"3111800",3
"5013400",1
"2016500",3
"4039800",3
"2039700",3
"2037800",3
"1008900",2
"1002602",1
"3026400",3
"3082400",3
"3022200",3
"2028800",3
"3093400",3
"4027900",3
"2002800",3
"3014300",1
"3024800",3
"2024000",3
"3003600",1
"1002700",1
"4018600",3
"3017900",1
"4008100",3
"2018101",3
"4145900",1
"2026900",3
"3026700",1
"4079702",3
"2007700",3
"4005500",3
"1008400",2
"3021800",3
"3044600",3
"2033201",1
"1013100",2
"3006200",1
"3057800",3
"3042000",3
"4071306",1
"1015802",1
"2012701",3
"4010600",3
"1020701",3
"2006000",3
"2045600",3
"3058600",3
"4018401",3
"4059300",3
"2022702",3
"4069000",3
"2003800",3
"3093600",3
"3099000",3
"4059100",3
"3057100",1
"3057900",3
"4118500",3
"3077200",3
"3036002",3
"4015400",3
"3031500",3
"4012500",3
"4013000",1
"3078400",3
"2024501",3
"5023100",3
"3039000",3
"3032800",3
"4014500",1
"1015602",1
"3016700",1
"4077300",1
"4001800",3
"2022902",3
"4040000",3
"3014200",1
"2007800",3
"4013600",1
"4101002",3
"3072000",3
"3054400",3
"3053200",3
"3041100",3
"2032400",3
"4053900",3
"5003600",3
"4061301",3
"4115100",1
"3053300",3
"3011700",1
"2023502",3
"3080200",3
"4062200",3
"3008200",3
"1014402",2
"3021200",3
"5022600",3
"3043200",3
"4005700",3
"1013400",2
"3056900",1
"3092200",3
"1005502",2
"4094203",1
"4052400",3
"4033900",3
"1013500",1
"1000202",3
"3088000",3
"3045300",3
"2023600",3
"3023400",3
"1026300",3
"3052500",3
"1023900",3
"4112300",3
"3032500",3
"4058500",3
"1011203",1
"4026300",3
"4009600",3
"2012102",3
"2022401",3
"3055300",1
"3118201",3
"3051800",1
"2039800",3
"2038800",3
"3072600",3
"3089600",3
"4024500",3
"3046202",3
"3054600",3
"4017900",3
"3026800",3
"4021600",1
"4039900",3
"3022600",3
"1014602",2
"4012602",3
"4077903",1
"4141700",1
"3074000",3
"5007000",3
"1001200",1
"4086400",3
"3056500",1
"4003200",3
"4018402",3
"3042700",3
"3048200",3
"4072300",2
"3058900",1
"4066400",3
"1021400",3
"2006800",3
"1002202",2
"3017800",3
"3105804",3
"1015001",2
"3050100",1
"4098100",1
"3005000",1
"3101200",3
"1017700",1
"3000501",2
"4014000",3
"2034800",3
"5009601",3
"3036100",3
"3078800",3
"3033300",3
"4125700",3
"3073800",3
"3016000",1
"4005100",3
"5029102",1
"3076600",3
"5017012",1
"5000800",3
"3037402",3
"4020500",3
"1026700",3
"3064200",1
"3056400",1
"1010400",2
"3006900",1
"4002000",3
"4004700",3
"3117202",3
"4047900",3
"4033401",3
"3091800",3
"3015700",1
"3031900",3
"4032000",3
"3030600",3
"4043400",3
"4029500",3
"2040502",3
"1000700",2
"3040900",3
"2027700",3
"4069300",1
"3004100",1
"4057700",3
"3021100",3
"3058000",3
"4033402",3
"4006300",1
"4094700",3
"4027400",3
"3013200",3
"1011402",2
"2038200",3
"3025600",3
"3047800",3
"3007100",3
"4003900",3
"3052800",1
"4077500",1
"3045400",3
"4009400",3
"1024700",3
"1016002",1
"2020601",3
"3076200",3
"3021500",1
"4035800",3
"3000900",2
"4062600",3
"4017000",3
"3116400",3
"3011600",3
"4056700",3
"3047200",3
"3118800",3
"4045500",3
"4036700",3
"1006400",2
"4052200",3
"4012000",3
"5024800",1
"3015100",1
"3079200",3
"3109800",3
"3116000",3
"4053100",3
"1003002",1
"3084800",1
"4004401",3
"1018700",1
"3061003",3
"3005800",1
"3074600",3
"3034100",3
"4002400",3
"5011201",3
"4002800",3
"4001600",3
"3044300",3
"4077904",3
"4027000",3
"1019200",3
"3059000",3
"2000200",3
"1011700",1
"4002200",3
"4013700",1
"2023000",3
"2044901",1
"3072400",3
"3103400",3
"4039400",3
"5030301",3
"3050300",1
"3006000",1
"5005900",1
"1020600",1
"1012200",2
"2032300",1
"3150200",1
"2021602",3
"3031300",3
"1006200",3
"4140901",3
"4075702",1
"4079200",3
"3023200",3
"3023500",3
"5014606",1
"4055300",3
"4048100",3
"4069701",3
"5009602",3
"4011500",3
"4005200",3
"4071900",3
"1025500",3
"2035600",3
"3067200",3
"3012902",1
"4006202",3
"3067800",3
"1002601",1
"3005400",1
"3114202",3
"4000200",3
"3061200",1
"4055100",3
"4014300",1
"3081800",3
"3029800",3
"3030400",3
"1016100",2
"3061002",1
"2039400",3
"4086100",3
"3009200",3
"3042400",3
"4053800",3
"4043702",3
"3042200",3
"2007000",3
"4058900",3
"2030701",1
"4061400",3
"2031800",3
"4068300",3
"2016900",3
"3061004",3
"3029500",3
"3084000",3
"5006700",1
"4093900",3
"4010500",3
"3098600",3
"3039400",3
"3007000",3
"4157101",1
"2042000",3
"2005200",3
"3045600",3
"4133900",1
"1010800",2
"3054700",3
"5013800",1
"4011800",3
"4059400",1
"3063800",3
"3030800",3
"3093800",3
"3016100",1
"4035300",3
"3025400",3
"2026400",3
"3058400",3
"3117201",3
"3056600",3
"4066300",3
"3053900",3
"3006400",1
"3015200",1
"2002701",3
"4060600",1
"3055500",1
"3086400",3
"3006500",1
"4048300",3
"3102200",3
"3019500",1
"1009700",1
"2015200",3
"4005900",1
"5023900",3
"2037600",3
"3080400",3
"2020501",3
"4008800",3
"3025800",3
"3019700",1
"4071304",1
"2037504",3
"3012200",3
"2023100",3
"4052800",3
"4059800",3
"3067600",3
"3075000",3
"3119000",3
"4034700",3
"5025100",1
"2027900",3
"4077902",1
"2042600",3
"3033900",3
"4093402",1
"4015200",3
"3101600",3
"3017400",3
"4004001",3
"2026601",3
"4051300",3
"4076902",1
"2035900",3
"1013900",2
"4066000",3
"4005300",1
"1003602",1
"4064500",1
"4003800",3
"3016200",1
"3004400",1
"4119500",3
"3020000",3
"3117400",3
"3087600",3
"4069400",3
"1011401",2
"3042600",3
"4126500",3
"3075800",1
"3057500",3
"4010400",3
"1009000",2
"2000400",1
"4092800",1
"4074300",1
"4010200",3
"4048900",3
"3102800",3
"4017400",3
"2017100",3
"4018800",1
"4015000",3
"5024401",1
"5027301",1
"4050500",1
"1001401",1
"3041200",3
"3102600",3
"3036600",3
"4113900",1
"4109900",3
"4026600",3
"4071100",1
"4024300",3
"3047400",3
"4049302",3
"4014400",3
"3031701",3
"4016400",3
"4015100",1
"4018501",1
"3062800",1
"4005800",3
"4006100",1
"3080600",3
"3025200",3
"2013800",1
"4109700",1
"4152901",1
"2017701",3
"4017600",3
"5027706",3
"5015601",1
"3014800",1
"2018400",3
"4072900",1
"4147100",1
"3042300",3
"4026902",3
"5029103",3
"4134700",3
"4062700",3
"2037000",3
"4144700",3
"4102900",1
"3072200",3
"2040800",3
"2025200",3
"4054500",3
"3039800",3
"3015900",1
"5017007",1
"2019700",3
"5017700",1
"4060800",1
"3030200",3
"3039100",3
"4122701",3
"3048100",1
"2027401",3
"3044400",3
"1024301",3
"4071303",1
"3040200",3
"3053100",3
"4150702",1
"3013300",1
"3049900",1
"3105801",3
"2003100",3
"4018200",3
"4070900",1
"3062000",1
"4013800",3
"4099100",1
"2023302",3
"2036700",3
"5020100",1
"4063500",3
"5005000",1
"3095600",3
"4011300",3
"4114700",1
"4080302",3
"4133300",1
"3031702",1
"4068000",3
"3037000",3
"3084600",3
"4011700",1
"3018000",3
"3024400",3
"3029200",3
"4006501",1
"3095800",3
"2041500",3
"4097300",1
"3036502",3
"4129104",1
"4120700",1
"5015100",1
"2020502",3
"3009400",3
"4105900",1
"3026600",3
"2044400",3
"2021100",3
"3051500",1
"3044000",3
"4071702",1
"4048200",3
"3040000",3
"4065703",1
"3019400",3
"3057300",1
"1011000",2
"2013200",1
"3081000",3
"2028700",3
"3093200",3
"4113300",1
"4081800",3
"3041600",3
"3013600",1
"3044800",3
"4058700",3
"4052500",3
"1015801",2
"4063000",3
"3083600",3
"4045600",3
"4120300",3
"3007200",3
"3057000",1
"3055400",3
"4147900",1
"4079000",3
"4010100",1
"3027200",3
"3038600",3
"4051000",3
"3114600",3
"3120000",3
"4056000",3
"4032700",3
"4140902",3
"2035100",1
"3012600",3
"4055500",3
"3083200",3
"3056000",3
"2034200",3
"4074500",3
"4024700",3
"3017600",3
"4042400",1
"3043600",3
"4000100",1
"3056300",1
"4035700",3
"1006800",2
"4017800",3
"2044800",3
"4112900",1
"2025400",1
"5018901",1
"5002001",1
"5002002",1
"4061900",3
"4099701",1
"4007500",1
"3096600",3
"4022002",3
"4079701",3
"3069200",3
"3018700",1
"3043400",3
"4011100",1
"5004700",3
"3049700",1
"4107201",3
"4053500",3
"4134100",3
"3107800",1
"1011600",1
"4014100",3
"2036902",3
"4129103",1
"3018800",3
"3022400",3
"3028200",3
"4059600",1
"4053601",3
"3049400",3
"3057600",3
"2021200",3
"3096200",3
"4108500",1
"4007900",3
"3016500",2
"4017200",3
"3020700",1
"3073400",3
"3045000",3
"3073000",3
"2016300",3
"4032800",3
"3053400",3
"3021000",3
"4116700",3
"4074900",1
"4026200",3
"2024400",3
"4011900",3
"2045101",1
"4077906",1
"4062100",3
"3059300",3
"3015000",1
"1005800",2
"3033700",3
"2031000",3
"4126700",3
"4052600",3
"4049600",3
"1031703",2
"3012100",1
"4115900",3
"3036001",3
"4028000",3
"2045102",1
"5019800",1
"4145101",3
"3055600",3
"4064600",1
"3048000",3
"1027500",1
"4059000",3
"4035200",3
"4006502",1
"3059800",3
"4091900",3
"3055800",3
"4072100",1
"4063800",3
"2030900",1
"2025600",3
"3028600",3
"3081400",3
"2028100",1
"4059200",3
"2026100",1
"4157901",1
"4129102",1
"3069601",3
"3016900",1
"3117602",3
"2025000",3
"3095400",3
"2031400",3
"2016400",1
"3085000",3
"3050400",1
"2033500",1
"3075400",1
"3014700",1
"4084000",3
"4055800",3
"2034300",3
"3070000",1
"4054800",1
"2033400",3
"3101800",1
"3005201",1
"4054200",3
"3003400",1
"1003900",2
"4062300",3
"5027900",1
"5014605",1
"4061000",3
"3068200",3
"4060300",1
"3013500",1
"3014900",1
"3068800",1
"4146300",3
"4119300",3
"3000301",2
"4029300",3
"4065000",1
"4067900",3
"3045200",3
"3096400",3
"4070700",1
"5032300",3
"4052000",1
"3064800",3
"3100800",3
"3101400",3
"2015800",3
"3078000",3
"3059401",3
"3005100",1
"3054300",1
"3065000",3
"4091601",1
"4027600",3
"4018502",1
"4025700",1
"2041800",3
"5020803",1
"4142900",3
"5014607",1
"4009500",3
"4016900",1
"4138501",3
"4055400",3
"4071305",1
"5014604",1
"4119900",3
"3068600",1
"3107000",3
"3000700",2
"1024900",3
"4150701",1
"4092200",1
"1027300",1
"3029400",3
"3056800",1
"4155102",1
"3033100",3
"4103300",1
"5017008",1
"3004500",2
"4047600",1
"4152902",1
"3005602",1
"4049500",3
"4099703",1
"5017011",1
"3037401",1
"4003600",3
"4077905",1
"4069702",1
"4145102",3
"4127700",1
"4056600",3
"4121500",3
"5027705",1
"4051700",3
"4078800",1
"4046400",1
"3099600",3
"4049900",3
"4023000",3
"4140300",3
"3004900",1
"4139900",1
"3041800",3
"3044200",3
"3041402",1
"3075200",1
"3067400",3
"4009100",1
"3098400",1
"3026200",3
"2040501",3
"4066701",1
"3056200",3
"3073200",3
"4061200",1
"4068200",3
"3074800",1
"3045800",1
"2022703",3
"2011800",1
"3063200",1
"3085400",3
"4037100",3
"4018700",3
"3066000",1
"5016901",3
"3023600",3
"4050400",3
"3100400",3
"4060000",3
"3065200",1
"4008300",3
"4051500",3
"3046400",3
"4144100",1
"1028100",1
"4007700",1
"3065800",3
"4064101",1
"4050202",3
"3020200",1
"4118700",3
"2034400",1
"4124100",1
"3017200",1
"4036800",3
"4055600",3
"4012100",1
"3099400",3
"4065702",1
"2016000",1
"4061601",1
"4043701",3
"4118100",3
"4040200",1
"3039600",3
"4124700",1
"4111300",1
"5013201",1
"4090700",3
"3019800",3
"3099200",3
"4066501",1
"4114100",1
"4063301",3
"4148300",1
"5003900",3
"4019200",3
"4004500",1
"4043200",3
"4051800",1
