"V2","val"
"3046000",3
"4030904",3
"2031600",3
"4045000",3
"5018902",1
"3064600",3
"3065400",1
"4143500",1
"3118600",3
"4122300",1
"3083400",3
"3021600",3
"1010300",1
"5027704",3
"5012805",1
"3075600",3
"3040400",3
"4014800",3
"3076000",1
"3066200",1
"4067700",1
"4013500",3
"3061600",1
"2024800",3
"4067100",1
"4016100",3
"5020804",1
"4084601",1
"3020400",1
"4045700",3
"5012500",3
"2008400",3
"3033600",3
"3070600",1
"3027400",3
"4023200",3
"4156700",3
"2028600",1
"3059100",1
"3018400",1
"3072800",3
"5015603",1
"4020200",3
"4073100",1
"3003000",1
"3040800",3
"1010601",2
"4157102",3
"3053700",3
"3014000",3
"3058800",3
"4161700",1
"4063302",1
"4012601",3
"4006201",1
"1030700",1
"3074400",3
"4056400",3
"3064000",3
"3041000",3
"3040600",3
"3005601",1
"2031200",3
"3063600",1
"3064400",3
"2030100",1
"2029301",1
"3038800",3
"4065900",1
"4060100",3
"4157902",3
"2043000",3
"3024600",3
"4057900",3
"2027402",1
"3018600",1
"3017100",1
"3004700",1
"3020600",3
"3012801",3
"4049700",3
"4056200",3
"3027000",3
"3016800",1
"4066900",3
"4051100",1
"3065600",1
"2004001",3
"4049301",1
"3069000",3
"1020300",3
"2029302",1
"3046201",3
"3005202",1
"2021002",3
"2024700",3
"2024600",3
"2005300",3
"3050000",1
"1031704",2
"1023802",3
"3035601",1
"4066100",1
"1006000",2
"2013000",1
"4050700",1
"4059900",1
"3003800",1
"3017000",3
