1000201,2
1000202,4
1000600,4
1000700,2
1000800,4
1000900,4
1001001,2
1001002,4
1001200,2
1001300,3
1001401,2
1001402,2
1001501,2
1001502,2
1001600,4
1001800,4
1002000,4
1002100,2
1002201,4
1002202,2
1002400,4
1002500,2
1002601,4
1002602,2
1002700,2
1002800,4
1002900,4
1003001,2
1003002,2
1003100,4
1003200,4
1003300,4
1003400,4
1003601,4
1003602,4
1003700,2
1003800,4
1003900,2
1004000,4
1004100,2
1004200,4
1004300,4
1004400,2
1004500,4
1004700,2
1004800,4
1004900,4
1005000,2
1005200,2
1005400,2
1005501,2
1005502,4
1005600,2
1005700,2
1005800,2
1005900,2
1006000,2
1006100,4
1006200,2
1006300,2
1006400,2
1006500,4
1006600,2
1006700,3
1006800,2
1006900,2
1007000,2
1007100,2
1007200,2
1007300,4
1007400,4
1007500,2
1007600,4
1007700,4
1007800,2
1007900,4
1008000,4
1008100,4
1008200,2
1008300,2
1008400,2
1008601,2
1008602,2
1008603,2
1008700,2
1008800,2
1008900,2
1009000,2
1009100,2
1009200,2
1009300,4
1009400,2
1009500,4
1009600,4
1009700,2
1009800,2
1009900,2
1010000,2
1010100,1
1010200,2
1010300,2
1010400,2
1010601,2
1010602,2
1010800,2
1010900,3
1011000,2
1011100,2
1011201,2
1011202,2
1011203,4
1011300,3
1011401,2
1011402,2
1011500,1
1011600,2
1011700,2
1011800,2
1011900,4
1012000,2
1012100,4
1012200,2
1012400,2
1012500,4
1012600,2
1012700,4
1012800,2
1012900,2
1013000,2
1013100,2
1013200,2
1013300,2
1013400,2
1013500,2
1013600,2
1013700,2
1013800,2
1013900,2
1014000,2
1014200,2
1014300,3
1014401,2
1014402,2
1014500,2
1014601,2
1014602,2
1014700,2
1014801,2
1014802,4
1014900,4
1015001,2
1015002,2
1015100,4
1015200,4
1015300,2
1015400,4
1015500,2
1015601,2
1015602,2
1015700,4
1015801,2
1015802,2
1015900,4
1016001,2
1016002,2
1016100,2
1016200,4
1016300,2
1016400,3
1016500,2
1016600,4
1016700,4
